Target,Source,Weight,tipo
410,459,80,No dirigida
410,384,97,No dirigida
410,408,81,No dirigida
410,386,84,No dirigida
410,411,81,No dirigida
410,336,84,No dirigida
410,413,96,No dirigida
410,407,82,No dirigida
201,254,81,No dirigida
201,204,90,No dirigida
201,200,95,No dirigida
201,277,86,No dirigida
201,126,96,No dirigida
201,251,86,No dirigida
201,278,89,No dirigida
201,154,80,No dirigida
201,228,82,No dirigida
201,179,84,No dirigida
201,153,84,No dirigida
201,175,93,No dirigida
201,276,98,No dirigida
201,151,97,No dirigida
201,152,95,No dirigida
201,252,92,No dirigida
201,226,86,No dirigida
201,225,87,No dirigida
201,178,93,No dirigida
201,227,82,No dirigida
201,202,95,No dirigida
201,203,96,No dirigida
99,173,100,No dirigida
99,73,96,No dirigida
99,97,98,No dirigida
99,49,80,No dirigida
99,121,89,No dirigida
99,148,87,No dirigida
99,98,83,No dirigida
99,147,81,No dirigida
99,46,95,No dirigida
99,124,89,No dirigida
99,22,91,No dirigida
99,48,84,No dirigida
99,72,85,No dirigida
99,24,100,No dirigida
99,74,92,No dirigida
99,123,80,No dirigida
99,146,84,No dirigida
241,314,87,No dirigida
241,216,98,No dirigida
241,168,91,No dirigida
241,217,88,No dirigida
241,290,82,No dirigida
241,240,86,No dirigida
241,239,88,No dirigida
241,243,81,No dirigida
241,315,91,No dirigida
241,213,93,No dirigida
241,218,94,No dirigida
241,318,87,No dirigida
241,188,87,No dirigida
241,191,83,No dirigida
241,294,80,No dirigida
241,192,93,No dirigida
241,263,82,No dirigida
241,193,82,No dirigida
241,317,87,No dirigida
241,244,89,No dirigida
241,242,83,No dirigida
241,215,94,No dirigida
241,238,89,No dirigida
241,190,100,No dirigida
241,266,82,No dirigida
241,265,86,No dirigida
241,189,81,No dirigida
241,292,87,No dirigida
241,289,92,No dirigida
241,264,80,No dirigida
241,269,95,No dirigida
415,368,96,No dirigida
415,462,92,No dirigida
415,416,81,No dirigida
415,443,95,No dirigida
415,362,80,No dirigida
415,339,81,No dirigida
415,437,94,No dirigida
415,466,90,No dirigida
415,389,95,No dirigida
415,438,89,No dirigida
415,390,100,No dirigida
415,387,94,No dirigida
415,442,84,No dirigida
415,491,82,No dirigida
415,363,82,No dirigida
415,489,85,No dirigida
415,391,96,No dirigida
415,418,95,No dirigida
415,441,82,No dirigida
415,341,84,No dirigida
415,439,98,No dirigida
415,492,94,No dirigida
415,393,95,No dirigida
415,440,82,No dirigida
415,338,85,No dirigida
415,468,84,No dirigida
415,413,94,No dirigida
415,467,84,No dirigida
368,416,98,No dirigida
368,443,87,No dirigida
368,321,88,No dirigida
368,344,98,No dirigida
368,421,86,No dirigida
368,445,100,No dirigida
368,371,92,No dirigida
368,396,88,No dirigida
368,315,93,No dirigida
368,395,96,No dirigida
368,318,83,No dirigida
368,390,100,No dirigida
368,442,80,No dirigida
368,345,92,No dirigida
368,294,80,No dirigida
368,370,86,No dirigida
368,394,81,No dirigida
368,391,96,No dirigida
368,317,90,No dirigida
368,418,98,No dirigida
368,441,92,No dirigida
368,295,85,No dirigida
368,341,85,No dirigida
368,420,92,No dirigida
368,319,83,No dirigida
368,369,83,No dirigida
368,393,99,No dirigida
368,292,99,No dirigida
368,320,83,No dirigida
281,330,89,No dirigida
281,254,93,No dirigida
281,230,81,No dirigida
281,309,87,No dirigida
281,204,93,No dirigida
281,307,92,No dirigida
281,207,100,No dirigida
281,205,97,No dirigida
281,259,93,No dirigida
281,306,83,No dirigida
281,356,80,No dirigida
281,255,98,No dirigida
281,332,94,No dirigida
281,283,90,No dirigida
281,232,97,No dirigida
281,358,96,No dirigida
281,208,97,No dirigida
281,357,95,No dirigida
281,308,81,No dirigida
281,206,81,No dirigida
281,282,93,No dirigida
281,334,85,No dirigida
281,354,82,No dirigida
281,278,84,No dirigida
281,280,86,No dirigida
281,228,81,No dirigida
281,303,93,No dirigida
281,355,83,No dirigida
281,234,97,No dirigida
281,257,80,No dirigida
281,329,98,No dirigida
281,331,94,No dirigida
281,305,95,No dirigida
314,286,88,No dirigida
314,362,88,No dirigida
314,339,87,No dirigida
314,262,81,No dirigida
314,290,84,No dirigida
314,389,89,No dirigida
314,240,100,No dirigida
314,239,89,No dirigida
314,313,84,No dirigida
314,315,88,No dirigida
314,361,96,No dirigida
314,390,81,No dirigida
314,387,95,No dirigida
314,363,81,No dirigida
314,337,82,No dirigida
314,391,88,No dirigida
314,263,100,No dirigida
314,317,92,No dirigida
314,341,97,No dirigida
314,238,99,No dirigida
314,311,100,No dirigida
314,266,83,No dirigida
314,265,94,No dirigida
314,292,81,No dirigida
314,289,92,No dirigida
314,338,82,No dirigida
314,264,92,No dirigida
314,336,97,No dirigida
314,312,96,No dirigida
113,63,86,No dirigida
113,187,90,No dirigida
113,37,93,No dirigida
113,39,80,No dirigida
113,162,89,No dirigida
113,62,82,No dirigida
113,40,83,No dirigida
113,90,80,No dirigida
113,138,84,No dirigida
113,91,95,No dirigida
113,110,92,No dirigida
113,139,83,No dirigida
113,163,95,No dirigida
113,89,92,No dirigida
113,188,81,No dirigida
113,141,87,No dirigida
113,88,90,No dirigida
113,137,99,No dirigida
113,111,98,No dirigida
113,85,88,No dirigida
113,115,90,No dirigida
113,87,80,No dirigida
113,60,94,No dirigida
113,190,84,No dirigida
113,61,94,No dirigida
113,112,86,No dirigida
113,189,86,No dirigida
113,86,83,No dirigida
113,186,94,No dirigida
113,136,95,No dirigida
113,38,86,No dirigida
113,114,87,No dirigida
113,135,87,No dirigida
113,161,86,No dirigida
173,97,86,No dirigida
173,197,96,No dirigida
173,121,93,No dirigida
173,148,85,No dirigida
173,198,80,No dirigida
173,98,82,No dirigida
173,147,83,No dirigida
173,120,91,No dirigida
173,223,97,No dirigida
173,124,84,No dirigida
173,220,94,No dirigida
173,199,95,No dirigida
173,145,81,No dirigida
173,196,91,No dirigida
173,171,88,No dirigida
173,224,85,No dirigida
173,123,96,No dirigida
173,248,100,No dirigida
173,146,94,No dirigida
173,246,93,No dirigida
73,97,95,No dirigida
73,49,85,No dirigida
73,121,95,No dirigida
73,148,86,No dirigida
73,98,88,No dirigida
73,147,93,No dirigida
73,120,99,No dirigida
73,45,86,No dirigida
73,46,96,No dirigida
73,124,93,No dirigida
73,22,89,No dirigida
73,48,95,No dirigida
73,72,81,No dirigida
73,24,93,No dirigida
73,74,97,No dirigida
73,70,94,No dirigida
73,123,89,No dirigida
73,146,90,No dirigida
73,95,80,No dirigida
97,49,95,No dirigida
97,44,82,No dirigida
97,121,94,No dirigida
97,148,83,No dirigida
97,98,96,No dirigida
97,147,95,No dirigida
97,120,95,No dirigida
97,45,83,No dirigida
97,46,87,No dirigida
97,124,83,No dirigida
97,145,80,No dirigida
97,22,83,No dirigida
97,48,83,No dirigida
97,72,83,No dirigida
97,24,84,No dirigida
97,119,95,No dirigida
97,74,83,No dirigida
97,70,87,No dirigida
97,171,96,No dirigida
97,123,98,No dirigida
97,146,91,No dirigida
97,95,96,No dirigida
216,169,82,No dirigida
216,168,86,No dirigida
216,142,94,No dirigida
216,217,96,No dirigida
216,139,83,No dirigida
216,290,82,No dirigida
216,240,94,No dirigida
216,239,93,No dirigida
216,243,86,No dirigida
216,163,90,No dirigida
216,213,90,No dirigida
216,218,94,No dirigida
216,188,96,No dirigida
216,141,99,No dirigida
216,191,82,No dirigida
216,143,99,No dirigida
216,192,84,No dirigida
216,263,96,No dirigida
216,193,87,No dirigida
216,244,82,No dirigida
216,242,90,No dirigida
216,215,94,No dirigida
216,238,83,No dirigida
216,190,81,No dirigida
216,266,94,No dirigida
216,265,96,No dirigida
216,189,88,No dirigida
216,292,92,No dirigida
216,289,81,No dirigida
216,264,90,No dirigida
216,269,81,No dirigida
117,169,81,No dirigida
117,44,81,No dirigida
117,40,81,No dirigida
117,118,94,No dirigida
117,168,95,No dirigida
117,90,86,No dirigida
117,142,91,No dirigida
117,41,96,No dirigida
117,91,92,No dirigida
117,93,83,No dirigida
117,68,81,No dirigida
117,139,80,No dirigida
117,43,96,No dirigida
117,120,96,No dirigida
117,42,97,No dirigida
117,67,93,No dirigida
117,89,89,No dirigida
117,141,89,No dirigida
117,145,89,No dirigida
117,191,83,No dirigida
117,143,90,No dirigida
117,192,86,No dirigida
117,119,83,No dirigida
117,193,100,No dirigida
117,115,89,No dirigida
117,70,82,No dirigida
117,190,91,No dirigida
117,114,91,No dirigida
117,95,87,No dirigida
462,437,90,No dirigida
462,389,95,No dirigida
462,385,88,No dirigida
462,434,95,No dirigida
462,438,96,No dirigida
462,387,87,No dirigida
462,484,96,No dirigida
462,487,83,No dirigida
462,489,93,No dirigida
462,485,82,No dirigida
462,486,80,No dirigida
462,459,83,No dirigida
462,439,84,No dirigida
462,386,88,No dirigida
462,440,84,No dirigida
462,411,100,No dirigida
462,413,99,No dirigida
477,454,88,No dirigida
477,428,92,No dirigida
477,400,95,No dirigida
477,451,92,No dirigida
477,425,82,No dirigida
477,452,83,No dirigida
477,427,87,No dirigida
477,403,99,No dirigida
477,476,83,No dirigida
477,402,97,No dirigida
477,453,94,No dirigida
477,401,92,No dirigida
477,450,98,No dirigida
108,56,93,No dirigida
108,32,89,No dirigida
108,158,99,No dirigida
108,55,82,No dirigida
108,84,98,No dirigida
108,31,83,No dirigida
108,110,93,No dirigida
108,57,87,No dirigida
108,130,87,No dirigida
108,132,89,No dirigida
108,80,82,No dirigida
108,107,91,No dirigida
108,185,90,No dirigida
108,35,81,No dirigida
108,155,96,No dirigida
108,111,85,No dirigida
108,85,97,No dirigida
108,133,95,No dirigida
108,134,84,No dirigida
108,60,93,No dirigida
108,131,98,No dirigida
108,33,87,No dirigida
108,34,82,No dirigida
108,61,99,No dirigida
108,86,93,No dirigida
108,136,87,No dirigida
108,182,98,No dirigida
108,135,86,No dirigida
108,161,83,No dirigida
13,63,97,No dirigida
13,37,98,No dirigida
13,39,89,No dirigida
13,62,96,No dirigida
13,40,94,No dirigida
13,90,100,No dirigida
13,41,99,No dirigida
13,14,88,No dirigida
13,16,96,No dirigida
13,89,81,No dirigida
13,12,87,No dirigida
13,88,98,No dirigida
13,35,92,No dirigida
13,87,97,No dirigida
13,60,93,No dirigida
13,61,80,No dirigida
13,86,91,No dirigida
13,11,81,No dirigida
13,38,97,No dirigida
13,15,94,No dirigida
169,197,89,No dirigida
169,121,82,No dirigida
169,118,94,No dirigida
169,168,98,No dirigida
169,142,98,No dirigida
169,217,83,No dirigida
169,93,96,No dirigida
169,243,94,No dirigida
169,147,91,No dirigida
169,120,88,No dirigida
169,218,94,No dirigida
169,220,93,No dirigida
169,141,82,No dirigida
169,145,96,No dirigida
169,191,88,No dirigida
169,143,86,No dirigida
169,192,80,No dirigida
169,119,82,No dirigida
169,193,82,No dirigida
169,244,90,No dirigida
169,196,90,No dirigida
169,242,100,No dirigida
169,171,84,No dirigida
169,146,84,No dirigida
169,95,82,No dirigida
169,246,87,No dirigida
63,37,85,No dirigida
63,39,92,No dirigida
63,62,85,No dirigida
63,40,98,No dirigida
63,90,100,No dirigida
63,138,92,No dirigida
63,41,92,No dirigida
63,91,81,No dirigida
63,110,83,No dirigida
63,139,100,No dirigida
63,14,80,No dirigida
63,16,94,No dirigida
63,89,92,No dirigida
63,12,84,No dirigida
63,88,97,No dirigida
63,35,84,No dirigida
63,137,80,No dirigida
63,111,100,No dirigida
63,85,91,No dirigida
63,115,88,No dirigida
63,87,98,No dirigida
63,60,87,No dirigida
63,61,86,No dirigida
63,112,92,No dirigida
63,86,85,No dirigida
63,136,80,No dirigida
63,11,98,No dirigida
63,38,91,No dirigida
63,114,93,No dirigida
63,15,82,No dirigida
56,32,99,No dirigida
56,55,80,No dirigida
56,84,83,No dirigida
56,31,91,No dirigida
56,4,100,No dirigida
56,57,85,No dirigida
56,130,96,No dirigida
56,9,90,No dirigida
56,79,83,No dirigida
56,54,89,No dirigida
56,132,99,No dirigida
56,80,99,No dirigida
56,29,84,No dirigida
56,107,94,No dirigida
56,53,82,No dirigida
56,133,84,No dirigida
56,6,83,No dirigida
56,131,92,No dirigida
56,33,86,No dirigida
56,34,83,No dirigida
56,7,87,No dirigida
56,3,93,No dirigida
187,211,94,No dirigida
187,260,84,No dirigida
187,162,89,No dirigida
187,209,100,No dirigida
187,138,98,No dirigida
187,236,85,No dirigida
187,212,99,No dirigida
187,110,89,No dirigida
187,262,89,No dirigida
187,139,91,No dirigida
187,240,94,No dirigida
187,239,94,No dirigida
187,210,85,No dirigida
187,163,80,No dirigida
187,213,89,No dirigida
187,188,92,No dirigida
187,185,84,No dirigida
187,263,88,No dirigida
187,137,87,No dirigida
187,111,91,No dirigida
187,134,87,No dirigida
187,215,80,No dirigida
187,238,81,No dirigida
187,190,97,No dirigida
187,112,92,No dirigida
187,189,99,No dirigida
187,234,99,No dirigida
187,186,85,No dirigida
187,136,83,No dirigida
187,264,82,No dirigida
187,114,92,No dirigida
187,135,94,No dirigida
187,161,95,No dirigida
377,330,99,No dirigida
377,405,99,No dirigida
377,454,80,No dirigida
377,302,94,No dirigida
377,428,80,No dirigida
377,400,97,No dirigida
377,325,87,No dirigida
377,451,99,No dirigida
377,352,81,No dirigida
377,425,89,No dirigida
377,375,92,No dirigida
377,452,99,No dirigida
377,354,93,No dirigida
377,380,81,No dirigida
377,300,83,No dirigida
377,351,89,No dirigida
377,427,83,No dirigida
377,353,100,No dirigida
377,350,94,No dirigida
377,403,89,No dirigida
377,303,98,No dirigida
377,355,92,No dirigida
377,402,95,No dirigida
377,453,93,No dirigida
377,401,94,No dirigida
377,376,95,No dirigida
377,301,87,No dirigida
377,450,92,No dirigida
377,329,85,No dirigida
377,326,83,No dirigida
335,286,89,No dirigida
335,260,93,No dirigida
335,309,100,No dirigida
335,307,93,No dirigida
335,362,81,No dirigida
335,259,90,No dirigida
335,332,91,No dirigida
335,262,97,No dirigida
335,283,83,No dirigida
335,358,90,No dirigida
335,313,96,No dirigida
335,382,87,No dirigida
335,385,100,No dirigida
335,357,98,No dirigida
335,308,87,No dirigida
335,361,90,No dirigida
335,282,84,No dirigida
335,334,87,No dirigida
335,383,86,No dirigida
335,387,85,No dirigida
335,363,99,No dirigida
335,337,91,No dirigida
335,360,97,No dirigida
335,384,99,No dirigida
335,408,98,No dirigida
335,311,84,No dirigida
335,386,80,No dirigida
335,338,100,No dirigida
335,411,98,No dirigida
335,336,85,No dirigida
335,312,99,No dirigida
32,55,93,No dirigida
32,84,95,No dirigida
32,31,87,No dirigida
32,4,94,No dirigida
32,57,87,No dirigida
32,9,90,No dirigida
32,79,88,No dirigida
32,54,85,No dirigida
32,80,96,No dirigida
32,29,81,No dirigida
32,107,100,No dirigida
32,35,90,No dirigida
32,85,82,No dirigida
32,6,85,No dirigida
32,60,95,No dirigida
32,33,95,No dirigida
32,34,94,No dirigida
32,7,80,No dirigida
37,39,97,No dirigida
37,62,89,No dirigida
37,40,90,No dirigida
37,84,95,No dirigida
37,90,80,No dirigida
37,110,82,No dirigida
37,14,87,No dirigida
37,9,80,No dirigida
37,89,90,No dirigida
37,12,88,No dirigida
37,88,88,No dirigida
37,35,88,No dirigida
37,111,93,No dirigida
37,85,83,No dirigida
37,87,89,No dirigida
37,60,82,No dirigida
37,34,85,No dirigida
37,61,91,No dirigida
37,112,81,No dirigida
37,86,86,No dirigida
37,11,87,No dirigida
37,38,99,No dirigida
37,114,80,No dirigida
37,15,89,No dirigida
286,211,100,No dirigida
286,260,86,No dirigida
286,309,100,No dirigida
286,209,91,No dirigida
286,362,100,No dirigida
286,259,97,No dirigida
286,236,80,No dirigida
286,212,99,No dirigida
286,339,98,No dirigida
286,262,86,No dirigida
286,283,100,No dirigida
286,239,84,No dirigida
286,313,89,No dirigida
286,210,92,No dirigida
286,308,86,No dirigida
286,213,80,No dirigida
286,361,85,No dirigida
286,334,92,No dirigida
286,363,85,No dirigida
286,337,98,No dirigida
286,263,94,No dirigida
286,360,97,No dirigida
286,238,84,No dirigida
286,311,99,No dirigida
286,234,86,No dirigida
286,289,92,No dirigida
286,338,89,No dirigida
286,264,96,No dirigida
286,336,86,No dirigida
286,312,89,No dirigida
158,211,96,No dirigida
158,209,99,No dirigida
158,84,89,No dirigida
158,207,94,No dirigida
158,205,88,No dirigida
158,110,91,No dirigida
158,130,95,No dirigida
158,232,100,No dirigida
158,180,97,No dirigida
158,208,100,No dirigida
158,210,89,No dirigida
158,206,92,No dirigida
158,132,83,No dirigida
158,107,83,No dirigida
158,185,100,No dirigida
158,155,98,No dirigida
158,111,91,No dirigida
158,85,99,No dirigida
158,133,83,No dirigida
158,134,98,No dirigida
158,131,96,No dirigida
158,234,86,No dirigida
158,186,92,No dirigida
158,136,92,No dirigida
158,182,87,No dirigida
158,135,82,No dirigida
158,161,88,No dirigida
330,254,83,No dirigida
330,405,97,No dirigida
330,307,97,No dirigida
330,302,83,No dirigida
330,306,80,No dirigida
330,356,91,No dirigida
330,255,98,No dirigida
330,332,90,No dirigida
330,283,91,No dirigida
330,358,88,No dirigida
330,382,99,No dirigida
330,277,92,No dirigida
330,357,85,No dirigida
330,308,83,No dirigida
330,352,99,No dirigida
330,282,83,No dirigida
330,383,81,No dirigida
330,354,91,No dirigida
330,380,87,No dirigida
330,278,80,No dirigida
330,353,97,No dirigida
330,280,95,No dirigida
330,403,97,No dirigida
330,406,81,No dirigida
330,303,91,No dirigida
330,355,98,No dirigida
330,257,93,No dirigida
330,381,87,No dirigida
330,329,98,No dirigida
330,331,88,No dirigida
330,407,87,No dirigida
330,305,97,No dirigida
211,260,91,No dirigida
211,162,82,No dirigida
211,209,92,No dirigida
211,138,89,No dirigida
211,259,87,No dirigida
211,236,94,No dirigida
211,212,82,No dirigida
211,262,91,No dirigida
211,239,100,No dirigida
211,208,97,No dirigida
211,210,99,No dirigida
211,163,91,No dirigida
211,213,86,No dirigida
211,188,85,No dirigida
211,185,81,No dirigida
211,263,88,No dirigida
211,137,90,No dirigida
211,134,93,No dirigida
211,238,96,No dirigida
211,189,100,No dirigida
211,234,80,No dirigida
211,186,99,No dirigida
211,136,81,No dirigida
211,264,81,No dirigida
211,135,84,No dirigida
211,161,97,No dirigida
254,230,97,No dirigida
254,204,99,No dirigida
254,307,97,No dirigida
254,302,92,No dirigida
254,207,98,No dirigida
254,205,83,No dirigida
254,306,83,No dirigida
254,255,89,No dirigida
254,232,82,No dirigida
254,180,85,No dirigida
254,277,89,No dirigida
254,206,97,No dirigida
254,282,85,No dirigida
254,251,96,No dirigida
254,278,82,No dirigida
254,280,85,No dirigida
254,228,91,No dirigida
254,179,89,No dirigida
254,303,82,No dirigida
254,276,99,No dirigida
254,252,82,No dirigida
254,226,80,No dirigida
254,178,87,No dirigida
254,257,85,No dirigida
254,301,98,No dirigida
254,329,93,No dirigida
254,331,88,No dirigida
254,227,96,No dirigida
254,202,80,No dirigida
254,203,82,No dirigida
254,305,80,No dirigida
260,309,86,No dirigida
260,307,80,No dirigida
260,209,85,No dirigida
260,207,90,No dirigida
260,259,95,No dirigida
260,236,82,No dirigida
260,212,86,No dirigida
260,262,91,No dirigida
260,283,85,No dirigida
260,232,98,No dirigida
260,313,96,No dirigida
260,208,99,No dirigida
260,210,93,No dirigida
260,308,100,No dirigida
260,213,94,No dirigida
260,282,94,No dirigida
260,334,84,No dirigida
260,337,97,No dirigida
260,185,86,No dirigida
260,263,86,No dirigida
260,238,98,No dirigida
260,311,82,No dirigida
260,234,97,No dirigida
260,186,89,No dirigida
260,257,81,No dirigida
260,336,100,No dirigida
260,312,83,No dirigida
39,62,89,No dirigida
39,40,99,No dirigida
39,90,88,No dirigida
39,41,90,No dirigida
39,91,84,No dirigida
39,17,99,No dirigida
39,14,82,No dirigida
39,42,85,No dirigida
39,67,82,No dirigida
39,16,83,No dirigida
39,89,98,No dirigida
39,12,97,No dirigida
39,88,98,No dirigida
39,115,80,No dirigida
39,87,86,No dirigida
39,61,95,No dirigida
39,112,95,No dirigida
39,86,90,No dirigida
39,11,89,No dirigida
39,38,97,No dirigida
39,114,97,No dirigida
39,15,87,No dirigida
405,454,86,No dirigida
405,457,85,No dirigida
405,356,100,No dirigida
405,428,90,No dirigida
405,458,96,No dirigida
405,332,97,No dirigida
405,481,95,No dirigida
405,432,99,No dirigida
405,358,83,No dirigida
405,382,99,No dirigida
405,456,83,No dirigida
405,357,85,No dirigida
405,352,94,No dirigida
405,383,84,No dirigida
405,452,88,No dirigida
405,354,89,No dirigida
405,380,91,No dirigida
405,427,100,No dirigida
405,353,85,No dirigida
405,403,90,No dirigida
405,482,87,No dirigida
405,406,82,No dirigida
405,355,90,No dirigida
405,402,97,No dirigida
405,408,88,No dirigida
405,453,97,No dirigida
405,381,85,No dirigida
405,329,84,No dirigida
405,331,83,No dirigida
405,407,91,No dirigida
230,204,90,No dirigida
230,307,96,No dirigida
230,207,81,No dirigida
230,205,94,No dirigida
230,306,97,No dirigida
230,255,90,No dirigida
230,283,95,No dirigida
230,232,95,No dirigida
230,180,100,No dirigida
230,208,84,No dirigida
230,277,87,No dirigida
230,206,94,No dirigida
230,282,96,No dirigida
230,278,83,No dirigida
230,155,88,No dirigida
230,280,85,No dirigida
230,154,80,No dirigida
230,228,83,No dirigida
230,179,100,No dirigida
230,303,100,No dirigida
230,153,93,No dirigida
230,252,81,No dirigida
230,178,86,No dirigida
230,257,98,No dirigida
230,182,99,No dirigida
230,227,88,No dirigida
230,202,98,No dirigida
230,203,90,No dirigida
230,305,99,No dirigida
55,31,100,No dirigida
55,4,92,No dirigida
55,57,80,No dirigida
55,130,83,No dirigida
55,77,99,No dirigida
55,79,97,No dirigida
55,54,95,No dirigida
55,132,82,No dirigida
55,80,100,No dirigida
55,29,86,No dirigida
55,107,95,No dirigida
55,53,90,No dirigida
55,6,89,No dirigida
55,131,95,No dirigida
55,33,83,No dirigida
55,7,88,No dirigida
55,27,91,No dirigida
55,102,95,No dirigida
55,3,100,No dirigida
162,209,82,No dirigida
162,138,96,No dirigida
162,236,88,No dirigida
162,212,90,No dirigida
162,110,93,No dirigida
162,139,85,No dirigida
162,239,83,No dirigida
162,210,98,No dirigida
162,163,97,No dirigida
162,213,99,No dirigida
162,89,92,No dirigida
162,188,85,No dirigida
162,88,85,No dirigida
162,185,91,No dirigida
162,137,82,No dirigida
162,111,98,No dirigida
162,85,94,No dirigida
162,134,97,No dirigida
162,115,80,No dirigida
162,87,80,No dirigida
162,215,100,No dirigida
162,238,95,No dirigida
162,190,100,No dirigida
162,112,96,No dirigida
162,189,93,No dirigida
162,86,96,No dirigida
162,186,100,No dirigida
162,136,100,No dirigida
162,114,89,No dirigida
162,135,86,No dirigida
162,161,83,No dirigida
49,98,95,No dirigida
49,46,97,No dirigida
49,124,99,No dirigida
49,22,92,No dirigida
49,48,90,No dirigida
49,72,86,No dirigida
49,24,93,No dirigida
49,74,80,No dirigida
49,123,84,No dirigida
309,307,100,No dirigida
309,362,84,No dirigida
309,259,100,No dirigida
309,306,83,No dirigida
309,356,83,No dirigida
309,236,97,No dirigida
309,332,89,No dirigida
309,262,93,No dirigida
309,283,80,No dirigida
309,232,89,No dirigida
309,358,96,No dirigida
309,382,91,No dirigida
309,385,99,No dirigida
309,357,92,No dirigida
309,308,97,No dirigida
309,361,92,No dirigida
309,282,80,No dirigida
309,334,100,No dirigida
309,383,86,No dirigida
309,337,96,No dirigida
309,360,83,No dirigida
309,384,88,No dirigida
309,311,98,No dirigida
309,386,96,No dirigida
309,234,88,No dirigida
309,257,100,No dirigida
309,331,89,No dirigida
309,336,94,No dirigida
309,312,86,No dirigida
197,121,87,No dirigida
197,148,82,No dirigida
197,198,82,No dirigida
197,147,94,No dirigida
197,120,90,No dirigida
197,272,93,No dirigida
197,274,89,No dirigida
197,223,92,No dirigida
197,124,91,No dirigida
197,220,88,No dirigida
197,271,95,No dirigida
197,199,86,No dirigida
197,145,82,No dirigida
197,244,100,No dirigida
