Target,Source,Weight,Tipo
51,147,81,No dirigida
328,303,98,No dirigida
408,443,90,No dirigida
178,52,89,No dirigida
132,368,99,No dirigida
360,215,93,No dirigida
25,327,97,No dirigida
84,359,91,No dirigida
13,230,93,No dirigida
197,132,96,No dirigida
116,184,98,No dirigida
161,155,99,No dirigida
403,110,91,No dirigida
77,227,95,No dirigida
35,418,98,No dirigida
250,400,90,No dirigida
72,74,82,No dirigida
51,362,82,No dirigida
211,121,92,No dirigida
401,388,95,No dirigida
302,59,97,No dirigida
353,390,97,No dirigida
34,195,81,No dirigida
184,408,80,No dirigida
424,385,82,No dirigida
337,410,98,No dirigida
275,347,86,No dirigida
232,171,81,No dirigida
257,378,94,No dirigida
120,124,97,No dirigida
218,421,100,No dirigida
356,37,96,No dirigida
58,82,85,No dirigida
178,325,83,No dirigida
235,155,93,No dirigida
14,199,98,No dirigida
63,441,95,No dirigida
211,78,83,No dirigida
398,290,88,No dirigida
183,413,95,No dirigida
8,142,90,No dirigida
37,270,82,No dirigida
420,230,85,No dirigida
54,302,90,No dirigida
127,427,81,No dirigida
295,348,92,No dirigida
267,65,90,No dirigida
209,108,94,No dirigida
147,389,94,No dirigida
97,344,100,No dirigida
36,43,89,No dirigida
207,360,99,No dirigida
