Target,Source,Weight,tipo
4,18,92,No dirigida
16,45,83,No dirigida
20,4,98,No dirigida
47,39,94,No dirigida
50,7,96,No dirigida
11,35,91,No dirigida
50,48,81,No dirigida
20,26,91,No dirigida
36,12,82,No dirigida
43,42,99,No dirigida
30,5,94,No dirigida
30,39,87,No dirigida
46,6,93,No dirigida
20,43,82,No dirigida
34,44,92,No dirigida
4,46,93,No dirigida
16,30,84,No dirigida
19,21,80,No dirigida
31,26,95,No dirigida
46,34,98,No dirigida
24,6,98,No dirigida
6,47,91,No dirigida
21,35,93,No dirigida
25,21,98,No dirigida
2,18,98,No dirigida
33,34,81,No dirigida
19,24,87,No dirigida
45,2,90,No dirigida
8,33,82,No dirigida
28,33,91,No dirigida
50,43,92,No dirigida
32,48,98,No dirigida
34,8,87,No dirigida
14,33,85,No dirigida
31,1,85,No dirigida
34,25,83,No dirigida
5,36,91,No dirigida
17,33,96,No dirigida
46,26,83,No dirigida
40,25,92,No dirigida
31,16,92,No dirigida
3,13,86,No dirigida
37,25,80,No dirigida
16,18,91,No dirigida
35,3,86,No dirigida
3,28,93,No dirigida
8,21,100,No dirigida
29,20,92,No dirigida
29,4,96,No dirigida
16,27,100,No dirigida
37,36,90,No dirigida
20,48,100,No dirigida
31,28,87,No dirigida
10,16,93,No dirigida
46,17,83,No dirigida
33,45,95,No dirigida
38,42,83,No dirigida
5,34,88,No dirigida
40,9,94,No dirigida
18,34,80,No dirigida
40,31,89,No dirigida
19,47,97,No dirigida
32,28,89,No dirigida
39,32,89,No dirigida
12,39,80,No dirigida
43,20,96,No dirigida
16,28,83,No dirigida
29,50,88,No dirigida
47,40,94,No dirigida
15,40,89,No dirigida
44,23,89,No dirigida
29,26,96,No dirigida
5,25,91,No dirigida
33,3,82,No dirigida
18,37,97,No dirigida
3,45,94,No dirigida
36,23,86,No dirigida
22,30,97,No dirigida
2,27,96,No dirigida
20,50,82,No dirigida
15,31,85,No dirigida
46,11,80,No dirigida
31,4,87,No dirigida
38,36,91,No dirigida
45,49,95,No dirigida
22,37,91,No dirigida
17,20,82,No dirigida
36,27,95,No dirigida
28,16,85,No dirigida
7,50,84,No dirigida
39,40,81,No dirigida
43,46,83,No dirigida
35,15,99,No dirigida
49,34,82,No dirigida
2,20,87,No dirigida
20,32,85,No dirigida
11,5,94,No dirigida
43,17,88,No dirigida
25,49,86,No dirigida
30,1,87,No dirigida
15,32,90,No dirigida
13,4,82,No dirigida
34,10,81,No dirigida
30,49,97,No dirigida
35,30,86,No dirigida
23,12,89,No dirigida
12,49,86,No dirigida
40,5,100,No dirigida
30,46,97,No dirigida
20,14,86,No dirigida
18,8,92,No dirigida
2,44,95,No dirigida
16,10,85,No dirigida
23,41,82,No dirigida
10,32,91,No dirigida
42,6,92,No dirigida
44,12,86,No dirigida
10,23,83,No dirigida
26,49,92,No dirigida
40,32,97,No dirigida
42,34,95,No dirigida
1,48,89,No dirigida
50,25,98,No dirigida
41,45,98,No dirigida
29,14,88,No dirigida
35,19,84,No dirigida
40,37,88,No dirigida
3,10,96,No dirigida
33,41,98,No dirigida
22,26,85,No dirigida
40,28,83,No dirigida
24,4,99,No dirigida
11,45,87,No dirigida
14,37,82,No dirigida
13,15,83,No dirigida
35,2,86,No dirigida
12,35,91,No dirigida
50,10,93,No dirigida
27,30,89,No dirigida
24,45,97,No dirigida
16,37,81,No dirigida
14,45,93,No dirigida
15,36,99,No dirigida
11,2,90,No dirigida
4,45,82,Dirigida
36,19,99,No dirigida
2,41,83,No dirigida
22,34,94,No dirigida
38,26,96,No dirigida
39,25,86,No dirigida
24,8,82,No dirigida
16,3,91,No dirigida
25,47,95,No dirigida
48,1,81,No dirigida
40,1,91,No dirigida
33,8,94,No dirigida
21,37,90,No dirigida
17,7,84,No dirigida
19,36,96,No dirigida
38,8,80,No dirigida
6,18,80,No dirigida
33,27,94,No dirigida
32,6,83,No dirigida
11,29,85,No dirigida
25,41,86,No dirigida
49,6,93,No dirigida
27,2,97,No dirigida
49,40,81,No dirigida
26,48,96,No dirigida
43,25,81,No dirigida
32,25,81,No dirigida
30,28,91,No dirigida
30,10,90,No dirigida
33,19,96,No dirigida
42,21,97,No dirigida
42,31,80,No dirigida
46,35,93,No dirigida
8,41,83,No dirigida
47,2,88,No dirigida
5,15,98,No dirigida
42,36,88,No dirigida
24,38,84,No dirigida
28,34,98,No dirigida
1,4,85,Dirigida
14,9,100,No dirigida
49,47,81,No dirigida
47,33,93,No dirigida
7,33,93,No dirigida
30,31,82,No dirigida
14,11,84,No dirigida
8,47,99,No dirigida
38,28,86,No dirigida
1,46,96,No dirigida
18,1,84,No dirigida
30,27,92,No dirigida
10,37,94,No dirigida
21,29,99,No dirigida
47,35,98,No dirigida
3,22,89,No dirigida
48,36,82,No dirigida
23,27,95,No dirigida
13,35,82,No dirigida
2,11,89,No dirigida
8,11,84,No dirigida
12,45,86,No dirigida
21,10,89,No dirigida
23,24,95,No dirigida
23,4,100,No dirigida
3,36,81,No dirigida
27,43,98,No dirigida
4,33,90,No dirigida
41,18,82,No dirigida
39,42,92,No dirigida
40,3,96,No dirigida
47,10,92,No dirigida
39,47,92,No dirigida
43,44,91,No dirigida
9,34,90,No dirigida
28,13,90,No dirigida
14,4,84,No dirigida
7,3,87,No dirigida
47,25,88,No dirigida
10,11,89,No dirigida
16,36,85,No dirigida
28,44,91,No dirigida
37,43,98,No dirigida
43,9,92,No dirigida
22,47,85,No dirigida
39,45,98,No dirigida
23,44,100,No dirigida
8,22,94,No dirigida
40,24,81,No dirigida
12,29,89,No dirigida
31,8,85,No dirigida
16,19,92,No dirigida
35,46,100,No dirigida
35,31,98,No dirigida
36,28,82,No dirigida
39,23,90,No dirigida
7,37,99,No dirigida
12,27,100,No dirigida
50,30,100,No dirigida
42,9,83,No dirigida
36,31,82,No dirigida
32,4,85,No dirigida
1,13,93,No dirigida
12,46,96,No dirigida
46,47,93,No dirigida
29,30,94,No dirigida
16,13,97,No dirigida
32,22,92,No dirigida
9,47,80,No dirigida
20,16,85,No dirigida
24,29,81,No dirigida
35,6,99,No dirigida
4,9,87,No dirigida
48,39,94,No dirigida
6,31,93,No dirigida
5,41,93,No dirigida
6,21,92,No dirigida
26,32,96,No dirigida
15,8,97,No dirigida
25,36,97,No dirigida
36,38,93,No dirigida
2,24,99,No dirigida
18,30,85,No dirigida
6,12,98,No dirigida
34,13,87,No dirigida
15,43,80,No dirigida
48,30,92,No dirigida
30,34,99,No dirigida
50,49,96,No dirigida
26,5,90,No dirigida
40,14,93,No dirigida
38,6,97,No dirigida
19,20,85,No dirigida
6,50,95,No dirigida
35,23,96,No dirigida
21,25,94,No dirigida
49,14,96,No dirigida
28,18,91,No dirigida
31,38,81,No dirigida
44,5,96,No dirigida
22,50,83,No dirigida
46,31,87,No dirigida
39,30,87,No dirigida
50,38,95,No dirigida
41,34,88,No dirigida
44,40,92,No dirigida
32,1,83,No dirigida
40,15,91,No dirigida
38,31,94,No dirigida
9,4,99,No dirigida
37,41,96,No dirigida
26,28,97,No dirigida
17,10,96,No dirigida
31,10,91,No dirigida
27,4,100,No dirigida
5,28,98,No dirigida
34,49,83,No dirigida
25,15,100,No dirigida
22,1,88,No dirigida
32,15,93,No dirigida
2,32,93,No dirigida
24,7,84,No dirigida
16,6,81,No dirigida
45,17,94,No dirigida
24,44,91,No dirigida
3,1,96,No dirigida
7,31,88,No dirigida
27,20,96,No dirigida
49,19,94,No dirigida
43,13,92,No dirigida
6,22,93,No dirigida
47,31,85,No dirigida
19,6,97,No dirigida
32,3,87,No dirigida
21,14,88,No dirigida
26,10,89,No dirigida
46,18,84,No dirigida
48,49,92,No dirigida
5,2,86,No dirigida
2,4,81,No dirigida
29,3,97,No dirigida
44,43,86,No dirigida
6,30,86,No dirigida
33,28,99,No dirigida
22,41,88,No dirigida
9,27,95,No dirigida
16,31,100,No dirigida
8,20,99,No dirigida
27,7,83,No dirigida
21,27,85,No dirigida
11,46,82,No dirigida
15,11,83,No dirigida
48,38,83,No dirigida
32,30,84,No dirigida
43,28,92,No dirigida
40,8,80,No dirigida
50,24,96,No dirigida
7,15,87,No dirigida
11,36,81,No dirigida
34,3,99,No dirigida
8,48,99,No dirigida
6,4,91,No dirigida
43,35,96,No dirigida
21,12,82,No dirigida
3,34,80,No dirigida
47,34,91,No dirigida
32,19,82,No dirigida
30,4,94,No dirigida
34,16,91,No dirigida
20,49,98,No dirigida
18,48,90,No dirigida
18,26,94,No dirigida
20,19,85,No dirigida
32,31,100,No dirigida
41,8,82,No dirigida
12,7,100,No dirigida
44,35,100,No dirigida
3,18,98,No dirigida
36,21,85,No dirigida
36,22,98,No dirigida
41,9,90,No dirigida
28,45,82,No dirigida
32,16,96,No dirigida
10,46,93,No dirigida
5,48,84,No dirigida
38,10,93,No dirigida
14,27,92,No dirigida
46,37,96,No dirigida
25,14,82,No dirigida
12,13,93,No dirigida
35,12,94,No dirigida
25,10,84,No dirigida
5,22,99,No dirigida
12,18,81,No dirigida
39,4,83,No dirigida
35,7,85,No dirigida
41,3,84,No dirigida
7,38,84,No dirigida
33,43,87,No dirigida
30,37,99,No dirigida
50,2,85,No dirigida
9,11,90,No dirigida
8,6,88,No dirigida
