Target,Source,Weight,Tipo
18,30,81,No dirigida
19,29,99,No dirigida
19,34,97,No dirigida
19,36,96,No dirigida
19,41,88,No dirigida
19,46,91,No dirigida
20,43,85,No dirigida
20,1,91,No dirigida
20,3,91,No dirigida
20,4,95,No dirigida
20,8,94,No dirigida
20,10,87,No dirigida
21,6,88,No dirigida
21,8,92,No dirigida
21,9,89,No dirigida
21,15,85,No dirigida
21,16,85,No dirigida
21,17,95,No dirigida
21,22,84,No dirigida
21,36,87,No dirigida
22,29,96,No dirigida
22,1,88,No dirigida
23,3,83,No dirigida
23,4,81,No dirigida
23,7,98,No dirigida
23,13,98,No dirigida
23,17,85,No dirigida
23,20,88,No dirigida
23,24,87,No dirigida
24,18,93,No dirigida
24,21,85,No dirigida
24,30,92,No dirigida
24,32,98,No dirigida
24,42,97,No dirigida
25,38,85,No dirigida
25,39,90,No dirigida
25,41,95,No dirigida
25,47,97,No dirigida
25,48,98,No dirigida
25,49,92,No dirigida
25,9,97,No dirigida
25,13,97,No dirigida
26,13,85,No dirigida
26,21,98,No dirigida
26,23,82,No dirigida
26,34,94,No dirigida
27,32,95,No dirigida
27,34,90,No dirigida
27,36,90,No dirigida
27,41,97,No dirigida
27,42,99,No dirigida
27,43,80,No dirigida
27,46,87,No dirigida
27,1,93,No dirigida
27,4,88,No dirigida
28,3,88,No dirigida
28,5,80,No dirigida
28,7,82,No dirigida
28,8,94,No dirigida
28,10,92,No dirigida
28,13,94,No dirigida
28,17,97,No dirigida
28,22,80,No dirigida
29,16,87,No dirigida
29,19,86,No dirigida
29,20,95,No dirigida
29,30,90,No dirigida
29,42,83,No dirigida
30,39,98,No dirigida
30,40,87,No dirigida
30,41,88,No dirigida
30,42,94,No dirigida
30,43,99,No dirigida
30,44,86,No dirigida
31,39,97,No dirigida
31,43,95,No dirigida
31,46,81,No dirigida
31,48,98,No dirigida
31,4,91,No dirigida
31,6,90,No dirigida
31,9,93,No dirigida
32,7,85,No dirigida
32,11,82,No dirigida
32,18,89,No dirigida
32,25,81,No dirigida
32,36,98,No dirigida
32,37,96,No dirigida
33,32,82,No dirigida
33,34,93,No dirigida
33,36,84,No dirigida
33,38,99,No dirigida
33,42,83,No dirigida
33,44,100,No dirigida
33,48,96,No dirigida
33,2,82,No dirigida
33,4,98,No dirigida
34,4,91,No dirigida
34,10,88,No dirigida
34,22,90,No dirigida
35,20,99,No dirigida
35,21,97,No dirigida
35,23,97,No dirigida
35,26,85,No dirigida
35,30,81,No dirigida
35,31,86,No dirigida
35,32,95,No dirigida
35,34,96,No dirigida
35,45,82,No dirigida
36,40,82,No dirigida
36,1,88,No dirigida
37,1,94,No dirigida
37,2,98,No dirigida
37,3,81,No dirigida
37,7,98,No dirigida
37,8,97,No dirigida
37,10,95,No dirigida
37,15,83,No dirigida
37,17,98,No dirigida
38,10,80,No dirigida
38,11,95,No dirigida
38,13,91,No dirigida
38,22,90,No dirigida
38,26,81,No dirigida
38,31,91,No dirigida
39,26,100,No dirigida
39,30,100,No dirigida
39,37,93,No dirigida
39,43,90,No dirigida
39,8,100,No dirigida
40,8,85,No dirigida
40,9,92,No dirigida
40,12,82,No dirigida
40,13,82,No dirigida
40,15,97,No dirigida
40,17,87,No dirigida
40,20,97,No dirigida
40,22,99,No dirigida
41,18,87,No dirigida
41,19,99,No dirigida
41,20,80,No dirigida
41,30,96,No dirigida
41,31,98,No dirigida
41,39,95,No dirigida
42,34,95,No dirigida
42,35,90,No dirigida
42,40,80,No dirigida
42,47,82,No dirigida
42,5,94,No dirigida
43,7,94,No dirigida
43,9,80,No dirigida
43,14,97,No dirigida
43,15,84,No dirigida
43,17,83,No dirigida
43,20,93,No dirigida
44,15,98,No dirigida
44,17,92,No dirigida
44,18,98,No dirigida
44,19,92,No dirigida
44,20,96,No dirigida
44,21,81,No dirigida
44,29,83,No dirigida
44,33,88,No dirigida
44,35,83,No dirigida
45,27,97,No dirigida
45,28,90,No dirigida
45,30,80,No dirigida
45,31,100,No dirigida
45,33,86,No dirigida
45,36,86,No dirigida
45,38,100,No dirigida
45,44,90,No dirigida
45,48,100,No dirigida
46,41,88,No dirigida
46,44,100,No dirigida
46,7,87,No dirigida
46,18,85,No dirigida
46,26,100,No dirigida
47,24,96,No dirigida
47,25,81,No dirigida
47,26,90,No dirigida
47,28,85,No dirigida
47,29,95,No dirigida
47,43,88,No dirigida
47,44,90,No dirigida
47,3,88,No dirigida
48,4,89,No dirigida
48,5,90,No dirigida
48,16,92,No dirigida
48,22,100,No dirigida
48,23,83,No dirigida
49,19,85,No dirigida
49,20,86,No dirigida
49,22,94,No dirigida
49,23,93,No dirigida
49,25,89,No dirigida
49,26,86,No dirigida
49,28,93,No dirigida
49,29,96,No dirigida
49,31,91,No dirigida
49,44,95,No dirigida
