Target,Source,Weight,Tipo
372,122,91,No dirigida
295,189,84,No dirigida
81,99,92,No dirigida
16,10,88,No dirigida
246,360,93,No dirigida
302,22,86,No dirigida
343,377,84,No dirigida
8,356,81,No dirigida
133,432,86,No dirigida
7,429,83,No dirigida
184,167,84,No dirigida
417,208,94,No dirigida
296,62,97,No dirigida
245,372,100,No dirigida
69,2,100,No dirigida
205,392,80,No dirigida
58,43,95,No dirigida
341,219,93,No dirigida
216,357,98,No dirigida
280,312,93,No dirigida
107,92,91,No dirigida
422,397,89,No dirigida
84,143,85,No dirigida
188,269,88,No dirigida
30,75,86,No dirigida
379,107,85,No dirigida
220,396,90,No dirigida
78,30,93,No dirigida
224,337,83,No dirigida
46,118,97,No dirigida
101,327,99,No dirigida
134,92,91,No dirigida
425,51,96,No dirigida
327,283,80,No dirigida
356,343,87,No dirigida
208,108,91,No dirigida
32,63,88,No dirigida
151,55,96,No dirigida
306,119,95,No dirigida
432,79,96,No dirigida
159,239,81,No dirigida
138,56,94,No dirigida
29,180,81,No dirigida
302,56,90,No dirigida
90,253,89,No dirigida
189,409,94,No dirigida
169,379,100,No dirigida
422,244,92,No dirigida
225,201,95,No dirigida
60,385,98,No dirigida
175,296,96,No dirigida
47,306,84,No dirigida
300,154,95,No dirigida
263,76,89,No dirigida
356,71,84,No dirigida
58,150,85,No dirigida
221,341,81,No dirigida
28,336,89,No dirigida
174,93,93,No dirigida
26,307,92,No dirigida
151,235,96,No dirigida
200,352,85,No dirigida
201,306,98,No dirigida
392,57,97,No dirigida
59,126,93,No dirigida
291,180,98,No dirigida
339,375,99,No dirigida
178,289,85,No dirigida
213,224,86,No dirigida
13,325,98,No dirigida
250,235,94,No dirigida
288,121,95,No dirigida
411,234,90,No dirigida
153,222,88,No dirigida
420,6,89,No dirigida
249,119,97,No dirigida
255,173,84,No dirigida
29,377,98,No dirigida
253,77,91,No dirigida
373,228,89,No dirigida
378,213,87,No dirigida
169,220,98,No dirigida
404,386,82,No dirigida
159,248,83,No dirigida
152,24,100,No dirigida
304,417,95,No dirigida
152,321,86,No dirigida
178,245,97,No dirigida
375,270,90,No dirigida
249,402,85,No dirigida
94,404,91,No dirigida
94,290,81,No dirigida
399,231,97,No dirigida
299,171,89,No dirigida
403,115,100,No dirigida
99,378,88,No dirigida
121,301,88,No dirigida
164,61,100,No dirigida
125,126,99,No dirigida
352,243,99,No dirigida
160,189,89,No dirigida
222,26,94,No dirigida
14,250,82,No dirigida
48,287,86,No dirigida
374,37,84,No dirigida
243,220,100,No dirigida
328,133,91,No dirigida
40,421,97,No dirigida
211,205,85,No dirigida
63,294,83,No dirigida
354,320,92,No dirigida
203,422,88,No dirigida
168,34,86,No dirigida
163,385,88,No dirigida
97,88,97,No dirigida
316,76,92,No dirigida
334,134,81,No dirigida
202,162,83,No dirigida
254,47,92,No dirigida
429,304,82,No dirigida
321,90,88,No dirigida
44,304,82,No dirigida
282,317,85,No dirigida
143,388,84,No dirigida
10,320,80,No dirigida
182,215,95,No dirigida
220,125,87,No dirigida
186,108,96,No dirigida
164,405,88,No dirigida
6,402,93,No dirigida
306,19,87,No dirigida
428,182,93,No dirigida
180,137,99,No dirigida
150,341,83,No dirigida
389,27,92,No dirigida
187,122,82,No dirigida
298,105,93,No dirigida
57,101,96,No dirigida
321,294,84,No dirigida
244,54,99,No dirigida
10,355,86,No dirigida
225,338,87,No dirigida
130,304,83,No dirigida
2,114,85,No dirigida
373,269,89,No dirigida
24,112,91,No dirigida
74,3,99,No dirigida
405,30,98,No dirigida
413,234,81,No dirigida
358,255,98,No dirigida
35,228,82,No dirigida
115,274,98,No dirigida
18,83,92,No dirigida
307,104,96,No dirigida
235,169,99,No dirigida
106,288,86,No dirigida
103,250,92,No dirigida
196,275,81,No dirigida
293,343,89,No dirigida
208,173,97,No dirigida
308,264,85,No dirigida
265,371,98,No dirigida
378,101,88,No dirigida
67,34,93,No dirigida
111,243,96,No dirigida
58,322,83,No dirigida
96,358,99,No dirigida
341,177,82,No dirigida
412,190,96,No dirigida
306,329,80,No dirigida
251,126,88,No dirigida
5,142,95,No dirigida
15,347,94,No dirigida
210,140,86,No dirigida
291,43,88,No dirigida
233,371,91,No dirigida
165,160,93,No dirigida
163,410,90,No dirigida
236,428,91,No dirigida
321,95,88,No dirigida
315,247,86,No dirigida
70,186,83,No dirigida
208,117,100,No dirigida
33,10,87,No dirigida
301,230,91,No dirigida
232,301,89,No dirigida
169,190,88,No dirigida
368,27,84,No dirigida
185,230,87,No dirigida
14,423,88,No dirigida
32,400,86,No dirigida
428,356,97,No dirigida
108,420,95,No dirigida
174,151,86,No dirigida
272,68,85,No dirigida
325,221,92,No dirigida
23,44,98,No dirigida
189,236,85,No dirigida
75,321,87,No dirigida
245,38,94,No dirigida
244,182,93,No dirigida
304,226,83,No dirigida
48,99,95,No dirigida
209,141,90,No dirigida
238,21,92,No dirigida
45,82,86,No dirigida
295,119,81,No dirigida
407,227,82,No dirigida
146,361,89,No dirigida
392,380,99,No dirigida
343,95,85,No dirigida
3,46,87,No dirigida
229,217,82,No dirigida
6,257,81,No dirigida
16,27,96,No dirigida
142,240,80,No dirigida
104,42,96,No dirigida
332,232,100,No dirigida
207,383,100,No dirigida
87,370,96,No dirigida
258,268,96,No dirigida
86,299,81,No dirigida
379,322,85,No dirigida
62,318,87,No dirigida
269,391,89,No dirigida
258,175,85,No dirigida
325,352,90,No dirigida
18,344,98,No dirigida
171,20,91,No dirigida
193,378,93,No dirigida
360,323,90,No dirigida
336,290,91,No dirigida
298,389,89,No dirigida
236,125,97,No dirigida
313,179,98,No dirigida
329,38,82,No dirigida
323,203,81,No dirigida
408,303,95,No dirigida
374,35,87,No dirigida
52,223,85,No dirigida
349,318,91,No dirigida
35,269,97,No dirigida
56,38,83,No dirigida
253,146,96,No dirigida
294,416,82,No dirigida
90,333,92,No dirigida
251,169,98,No dirigida
44,233,94,No dirigida
166,418,88,No dirigida
302,149,99,No dirigida
50,49,88,No dirigida
366,171,81,No dirigida
297,281,82,No dirigida
349,282,83,No dirigida
378,69,92,No dirigida
117,347,94,No dirigida
114,375,100,No dirigida
34,316,82,No dirigida
127,42,95,No dirigida
407,292,88,No dirigida
85,55,85,No dirigida
78,240,100,No dirigida
17,9,94,No dirigida
255,163,93,No dirigida
73,247,92,No dirigida
125,196,98,No dirigida
280,181,87,No dirigida
159,24,97,No dirigida
174,33,93,No dirigida
390,181,88,No dirigida
228,330,97,No dirigida
287,228,97,No dirigida
178,340,87,No dirigida
20,256,84,No dirigida
432,322,89,No dirigida
41,126,91,No dirigida
404,330,93,No dirigida
137,79,85,No dirigida
333,395,92,No dirigida
147,132,96,No dirigida
46,92,87,No dirigida
207,312,88,No dirigida
243,368,95,No dirigida
70,417,90,No dirigida
31,324,90,No dirigida
326,236,80,No dirigida
233,3,85,No dirigida
276,163,100,No dirigida
133,356,81,No dirigida
78,116,100,No dirigida
35,314,89,No dirigida
186,260,92,No dirigida
122,238,85,No dirigida
290,385,93,No dirigida
266,320,88,No dirigida
84,17,99,No dirigida
286,123,81,No dirigida
335,30,83,No dirigida
91,302,88,No dirigida
99,29,89,No dirigida
334,405,95,No dirigida
80,262,96,No dirigida
184,170,92,No dirigida
407,278,99,No dirigida
340,29,94,No dirigida
52,172,80,No dirigida
84,272,94,No dirigida
190,198,92,No dirigida
280,144,81,No dirigida
250,363,85,No dirigida
365,372,84,No dirigida
355,301,98,No dirigida
356,189,94,No dirigida
342,236,85,No dirigida
54,110,88,No dirigida
431,370,91,No dirigida
242,89,98,No dirigida
228,312,92,No dirigida
417,218,87,No dirigida
81,107,81,No dirigida
101,333,85,No dirigida
371,41,96,No dirigida
262,50,80,No dirigida
423,52,91,No dirigida
142,425,84,No dirigida
205,221,86,No dirigida
103,306,81,No dirigida
311,6,86,No dirigida
3,398,92,No dirigida
54,304,91,No dirigida
29,123,91,No dirigida
262,355,94,No dirigida
331,179,92,No dirigida
93,218,91,No dirigida
382,411,84,No dirigida
431,37,98,No dirigida
105,405,91,No dirigida
52,112,99,No dirigida
232,392,80,No dirigida
397,220,96,No dirigida
39,310,98,No dirigida
63,73,97,No dirigida
419,346,89,No dirigida
326,299,96,No dirigida
303,8,98,No dirigida
182,83,92,No dirigida
245,327,99,No dirigida
111,309,98,No dirigida
320,251,93,No dirigida
359,410,80,No dirigida
105,29,91,No dirigida
213,62,86,No dirigida
325,331,95,No dirigida
74,380,99,No dirigida
325,261,89,No dirigida
214,328,91,No dirigida
11,69,82,No dirigida
325,430,100,No dirigida
298,74,85,No dirigida
398,130,100,No dirigida
416,208,81,No dirigida
125,317,91,No dirigida
55,255,89,No dirigida
367,408,87,No dirigida
96,139,98,No dirigida
46,182,98,No dirigida
216,134,85,No dirigida
282,73,100,No dirigida
30,271,85,No dirigida
347,20,82,No dirigida
199,68,91,No dirigida
255,214,94,No dirigida
416,178,84,No dirigida
31,72,99,No dirigida
275,375,100,No dirigida
62,281,97,No dirigida
420,149,83,No dirigida
349,241,99,No dirigida
147,22,95,No dirigida
174,310,87,No dirigida
314,115,91,No dirigida
132,350,89,No dirigida
406,414,84,No dirigida
38,365,94,No dirigida
255,339,95,No dirigida
159,286,89,No dirigida
227,265,85,No dirigida
372,195,83,No dirigida
112,229,85,No dirigida
263,223,91,No dirigida
164,133,96,No dirigida
189,175,99,No dirigida
394,6,94,No dirigida
176,152,82,No dirigida
228,320,96,No dirigida
18,388,83,No dirigida
107,122,81,No dirigida
137,153,90,No dirigida
41,317,88,No dirigida
118,5,91,No dirigida
314,277,98,No dirigida
254,262,82,No dirigida
4,85,90,No dirigida
184,272,93,No dirigida
197,14,80,No dirigida
29,26,88,No dirigida
162,148,82,No dirigida
406,19,95,No dirigida
102,343,91,No dirigida
5,299,95,No dirigida
143,20,80,No dirigida
164,357,81,No dirigida
173,40,88,No dirigida
66,294,90,No dirigida
141,360,86,No dirigida
320,121,98,No dirigida
206,209,82,No dirigida
274,228,93,No dirigida
200,111,91,No dirigida
37,149,87,No dirigida
339,277,83,No dirigida
348,290,98,No dirigida
381,178,85,No dirigida
317,378,81,No dirigida
148,295,80,No dirigida
267,409,94,No dirigida
199,299,81,No dirigida
129,206,87,No dirigida
65,211,87,No dirigida
157,58,92,No dirigida
241,417,90,No dirigida
430,79,82,No dirigida
264,181,99,No dirigida
127,255,94,No dirigida
6,101,100,No dirigida
193,171,85,No dirigida
132,94,81,No dirigida
115,87,94,No dirigida
126,205,85,No dirigida
103,274,82,No dirigida
166,124,96,No dirigida
316,210,84,No dirigida
94,138,97,No dirigida
227,106,87,No dirigida
317,190,85,No dirigida
133,13,100,No dirigida
156,134,93,No dirigida
304,350,91,No dirigida
120,297,95,No dirigida
36,153,93,No dirigida
77,63,98,No dirigida
213,280,80,No dirigida
178,320,94,No dirigida
76,158,83,No dirigida
197,417,81,No dirigida
114,377,99,No dirigida
268,280,98,No dirigida
80,417,87,No dirigida
316,430,84,No dirigida
239,195,84,No dirigida
292,37,98,No dirigida
124,237,83,No dirigida
159,300,99,No dirigida
195,427,99,No dirigida
391,273,90,No dirigida
282,119,93,No dirigida
403,53,100,No dirigida
394,31,94,No dirigida
244,69,80,No dirigida
419,29,88,No dirigida
226,307,96,No dirigida
244,269,84,No dirigida
319,164,88,No dirigida
402,159,81,No dirigida
103,291,84,No dirigida
434,211,100,No dirigida
26,150,95,No dirigida
263,379,92,No dirigida
319,65,89,No dirigida
207,305,98,No dirigida
97,155,100,No dirigida
168,27,80,No dirigida
175,201,99,No dirigida
33,56,92,No dirigida
413,228,81,No dirigida
16,164,99,No dirigida
404,169,98,No dirigida
47,17,87,No dirigida
372,122,91,No dirigida
295,189,84,No dirigida
81,99,92,No dirigida
16,10,88,No dirigida
246,360,93,No dirigida
302,22,86,No dirigida
343,377,84,No dirigida
8,356,81,No dirigida
133,432,86,No dirigida
7,429,83,No dirigida
184,167,84,No dirigida
417,208,94,No dirigida
296,62,97,No dirigida
245,372,100,No dirigida
69,2,100,No dirigida
205,392,80,No dirigida
58,43,95,No dirigida
341,219,93,No dirigida
216,357,98,No dirigida
280,312,93,No dirigida
107,92,91,No dirigida
422,397,89,No dirigida
84,143,85,No dirigida
188,269,88,No dirigida
30,75,86,No dirigida
379,107,85,No dirigida
220,396,90,No dirigida
78,30,93,No dirigida
224,337,83,No dirigida
46,118,97,No dirigida
101,327,99,No dirigida
134,92,91,No dirigida
425,51,96,No dirigida
327,283,80,No dirigida
356,343,87,No dirigida
208,108,91,No dirigida
32,63,88,No dirigida
151,55,96,No dirigida
306,119,95,No dirigida
432,79,96,No dirigida
159,239,81,No dirigida
138,56,94,No dirigida
29,180,81,No dirigida
302,56,90,No dirigida
90,253,89,No dirigida
189,409,94,No dirigida
169,379,100,No dirigida
422,244,92,No dirigida
225,201,95,No dirigida
60,385,98,No dirigida
175,296,96,No dirigida
47,306,84,No dirigida
300,154,95,No dirigida
263,76,89,No dirigida
356,71,84,No dirigida
58,150,85,No dirigida
221,341,81,No dirigida
28,336,89,No dirigida
174,93,93,No dirigida
26,307,92,No dirigida
151,235,96,No dirigida
200,352,85,No dirigida
201,306,98,No dirigida
392,57,97,No dirigida
59,126,93,No dirigida
291,180,98,No dirigida
339,375,99,No dirigida
178,289,85,No dirigida
213,224,86,No dirigida
13,325,98,No dirigida
250,235,94,No dirigida
288,121,95,No dirigida
411,234,90,No dirigida
153,222,88,No dirigida
420,6,89,No dirigida
249,119,97,No dirigida
255,173,84,No dirigida
29,377,98,No dirigida
253,77,91,No dirigida
373,228,89,No dirigida
378,213,87,No dirigida
169,220,98,No dirigida
404,386,82,No dirigida
159,248,83,No dirigida
152,24,100,No dirigida
304,417,95,No dirigida
152,321,86,No dirigida
178,245,97,No dirigida
375,270,90,No dirigida
249,402,85,No dirigida
94,404,91,No dirigida
94,290,81,No dirigida
399,231,97,No dirigida
299,171,89,No dirigida
403,115,100,No dirigida
99,378,88,No dirigida
121,301,88,No dirigida
164,61,100,No dirigida
125,126,99,No dirigida
352,243,99,No dirigida
160,189,89,No dirigida
222,26,94,No dirigida
14,250,82,No dirigida
48,287,86,No dirigida
374,37,84,No dirigida
243,220,100,No dirigida
328,133,91,No dirigida
40,421,97,No dirigida
211,205,85,No dirigida
63,294,83,No dirigida
354,320,92,No dirigida
203,422,88,No dirigida
168,34,86,No dirigida
163,385,88,No dirigida
97,88,97,No dirigida
316,76,92,No dirigida
334,134,81,No dirigida
202,162,83,No dirigida
254,47,92,No dirigida
429,304,82,No dirigida
321,90,88,No dirigida
44,304,82,No dirigida
282,317,85,No dirigida
143,388,84,No dirigida
10,320,80,No dirigida
182,215,95,No dirigida
220,125,87,No dirigida
186,108,96,No dirigida
164,405,88,No dirigida
6,402,93,No dirigida
306,19,87,No dirigida
428,182,93,No dirigida
180,137,99,No dirigida
150,341,83,No dirigida
389,27,92,No dirigida
187,122,82,No dirigida
298,105,93,No dirigida
57,101,96,No dirigida
321,294,84,No dirigida
244,54,99,No dirigida
10,355,86,No dirigida
225,338,87,No dirigida
130,304,83,No dirigida
2,114,85,No dirigida
373,269,89,No dirigida
24,112,91,No dirigida
74,3,99,No dirigida
405,30,98,No dirigida
413,234,81,No dirigida
358,255,98,No dirigida
35,228,82,No dirigida
115,274,98,No dirigida
18,83,92,No dirigida
307,104,96,No dirigida
235,169,99,No dirigida
106,288,86,No dirigida
103,250,92,No dirigida
196,275,81,No dirigida
293,343,89,No dirigida
208,173,97,No dirigida
308,264,85,No dirigida
265,371,98,No dirigida
378,101,88,No dirigida
67,34,93,No dirigida
111,243,96,No dirigida
58,322,83,No dirigida
96,358,99,No dirigida
341,177,82,No dirigida
412,190,96,No dirigida
306,329,80,No dirigida
251,126,88,No dirigida
5,142,95,No dirigida
15,347,94,No dirigida
210,140,86,No dirigida
291,43,88,No dirigida
233,371,91,No dirigida
165,160,93,No dirigida
163,410,90,No dirigida
236,428,91,No dirigida
321,95,88,No dirigida
315,247,86,No dirigida
70,186,83,No dirigida
208,117,100,No dirigida
33,10,87,No dirigida
301,230,91,No dirigida
232,301,89,No dirigida
169,190,88,No dirigida
368,27,84,No dirigida
185,230,87,No dirigida
14,423,88,No dirigida
32,400,86,No dirigida
428,356,97,No dirigida
108,420,95,No dirigida
174,151,86,No dirigida
272,68,85,No dirigida
325,221,92,No dirigida
23,44,98,No dirigida
189,236,85,No dirigida
75,321,87,No dirigida
245,38,94,No dirigida
244,182,93,No dirigida
304,226,83,No dirigida
48,99,95,No dirigida
209,141,90,No dirigida
238,21,92,No dirigida
45,82,86,No dirigida
295,119,81,No dirigida
407,227,82,No dirigida
146,361,89,No dirigida
392,380,99,No dirigida
343,95,85,No dirigida
3,46,87,No dirigida
229,217,82,No dirigida
6,257,81,No dirigida
16,27,96,No dirigida
142,240,80,No dirigida
104,42,96,No dirigida
332,232,100,No dirigida
207,383,100,No dirigida
87,370,96,No dirigida
258,268,96,No dirigida
86,299,81,No dirigida
379,322,85,No dirigida
62,318,87,No dirigida
269,391,89,No dirigida
258,175,85,No dirigida
325,352,90,No dirigida
18,344,98,No dirigida
171,20,91,No dirigida
193,378,93,No dirigida
360,323,90,No dirigida
336,290,91,No dirigida
298,389,89,No dirigida
236,125,97,No dirigida
313,179,98,No dirigida
329,38,82,No dirigida
323,203,81,No dirigida
408,303,95,No dirigida
374,35,87,No dirigida
52,223,85,No dirigida
349,318,91,No dirigida
35,269,97,No dirigida
56,38,83,No dirigida
253,146,96,No dirigida
294,416,82,No dirigida
90,333,92,No dirigida
251,169,98,No dirigida
44,233,94,No dirigida
166,418,88,No dirigida
302,149,99,No dirigida
50,49,88,No dirigida
366,171,81,No dirigida
297,281,82,No dirigida
349,282,83,No dirigida
378,69,92,No dirigida
117,347,94,No dirigida
114,375,100,No dirigida
34,316,82,No dirigida
127,42,95,No dirigida
407,292,88,No dirigida
85,55,85,No dirigida
78,240,100,No dirigida
17,9,94,No dirigida
255,163,93,No dirigida
73,247,92,No dirigida
125,196,98,No dirigida
280,181,87,No dirigida
159,24,97,No dirigida
174,33,93,No dirigida
390,181,88,No dirigida
228,330,97,No dirigida
287,228,97,No dirigida
178,340,87,No dirigida
20,256,84,No dirigida
432,322,89,No dirigida
41,126,91,No dirigida
404,330,93,No dirigida
137,79,85,No dirigida
333,395,92,No dirigida
147,132,96,No dirigida
46,92,87,No dirigida
207,312,88,No dirigida
243,368,95,No dirigida
70,417,90,No dirigida
31,324,90,No dirigida
326,236,80,No dirigida
233,3,85,No dirigida
276,163,100,No dirigida
133,356,81,No dirigida
78,116,100,No dirigida
35,314,89,No dirigida
186,260,92,No dirigida
122,238,85,No dirigida
290,385,93,No dirigida
266,320,88,No dirigida
84,17,99,No dirigida
286,123,81,No dirigida
335,30,83,No dirigida
91,302,88,No dirigida
99,29,89,No dirigida
334,405,95,No dirigida
80,262,96,No dirigida
184,170,92,No dirigida
407,278,99,No dirigida
340,29,94,No dirigida
52,172,80,No dirigida
84,272,94,No dirigida
190,198,92,No dirigida
280,144,81,No dirigida
250,363,85,No dirigida
365,372,84,No dirigida
355,301,98,No dirigida
356,189,94,No dirigida
342,236,85,No dirigida
54,110,88,No dirigida
431,370,91,No dirigida
242,89,98,No dirigida
228,312,92,No dirigida
417,218,87,No dirigida
81,107,81,No dirigida
101,333,85,No dirigida
371,41,96,No dirigida
262,50,80,No dirigida
423,52,91,No dirigida
142,425,84,No dirigida
205,221,86,No dirigida
103,306,81,No dirigida
311,6,86,No dirigida
3,398,92,No dirigida
54,304,91,No dirigida
29,123,91,No dirigida
262,355,94,No dirigida
331,179,92,No dirigida
93,218,91,No dirigida
382,411,84,No dirigida
431,37,98,No dirigida
105,405,91,No dirigida
52,112,99,No dirigida
232,392,80,No dirigida
397,220,96,No dirigida
39,310,98,No dirigida
63,73,97,No dirigida
419,346,89,No dirigida
326,299,96,No dirigida
303,8,98,No dirigida
182,83,92,No dirigida
245,327,99,No dirigida
111,309,98,No dirigida
2,1,96,No dirigida
3,2,84,No dirigida
4,1,96,No dirigida
6,2,89,No dirigida
6,5,99,No dirigida
7,0,100,No dirigida
7,5,82,No dirigida
8,0,89,No dirigida
8,2,89,No dirigida
9,6,98,No dirigida
10,5,84,No dirigida
11,1,100,No dirigida
11,2,86,No dirigida
11,3,93,No dirigida
11,4,95,No dirigida
11,6,81,No dirigida
12,2,82,No dirigida
12,6,80,No dirigida
12,11,81,No dirigida
14,1,92,No dirigida
14,8,99,No dirigida
14,13,95,No dirigida
15,0,90,No dirigida
15,1,89,No dirigida
15,6,99,No dirigida
16,7,99,No dirigida
16,8,91,No dirigida
16,10,84,No dirigida
17,2,87,No dirigida
17,4,83,No dirigida
17,12,91,No dirigida
17,14,85,No dirigida
17,15,93,No dirigida
17,16,88,No dirigida
18,2,85,No dirigida
18,3,94,No dirigida
18,4,81,No dirigida
18,13,100,No dirigida
18,17,84,No dirigida
19,4,88,No dirigida
19,8,93,No dirigida
19,13,88,No dirigida
19,16,82,No dirigida
19,17,85,No dirigida
20,3,83,No dirigida
20,5,85,No dirigida
20,8,82,No dirigida
20,13,98,No dirigida
20,18,97,No dirigida
21,0,100,No dirigida
21,1,93,No dirigida
21,2,98,No dirigida
21,5,91,No dirigida
21,6,80,No dirigida
21,11,92,No dirigida
21,13,93,No dirigida
21,14,83,No dirigida
21,18,91,No dirigida
22,3,88,No dirigida
22,4,99,No dirigida
22,8,100,No dirigida
22,10,95,No dirigida
22,12,100,No dirigida
22,16,82,No dirigida
22,18,92,No dirigida
22,20,80,No dirigida
23,0,86,No dirigida
23,6,93,No dirigida
23,22,94,No dirigida
24,4,93,No dirigida
24,9,87,No dirigida
24,11,99,No dirigida
24,12,85,No dirigida
24,15,89,No dirigida
24,17,94,No dirigida
24,21,95,No dirigida
24,22,83,No dirigida
25,7,82,No dirigida
25,8,95,No dirigida
25,19,97,No dirigida
26,7,93,No dirigida
26,13,81,No dirigida
26,15,83,No dirigida
26,16,99,No dirigida
26,17,82,No dirigida
26,19,86,No dirigida
26,20,83,No dirigida
27,13,92,No dirigida
28,0,93,No dirigida
28,1,85,No dirigida
28,5,96,No dirigida
28,6,88,No dirigida
28,9,82,No dirigida
28,16,96,No dirigida
28,22,83,No dirigida
29,3,92,No dirigida
29,4,86,No dirigida
29,16,80,No dirigida
29,20,93,No dirigida
29,23,97,No dirigida
30,4,84,No dirigida
30,9,84,No dirigida
30,13,84,No dirigida
30,14,97,No dirigida
30,25,94,No dirigida
30,29,95,No dirigida
31,1,99,No dirigida
31,5,82,No dirigida
31,6,91,No dirigida
31,8,92,No dirigida
31,9,88,No dirigida
31,14,95,No dirigida
31,19,97,No dirigida
31,20,85,No dirigida
31,21,85,No dirigida
31,25,96,No dirigida
31,30,90,No dirigida
32,3,94,No dirigida
32,4,85,No dirigida
32,10,97,No dirigida
33,0,81,No dirigida
33,1,90,No dirigida
33,9,100,No dirigida
33,18,93,No dirigida
33,26,94,No dirigida
33,28,99,No dirigida
34,0,86,No dirigida
34,11,87,No dirigida
34,12,91,No dirigida
34,18,89,No dirigida
34,19,97,No dirigida
34,24,90,No dirigida
34,29,80,No dirigida
34,30,91,No dirigida
34,33,96,No dirigida
35,0,84,No dirigida
35,2,100,No dirigida
35,3,80,No dirigida
35,5,95,No dirigida
35,13,99,No dirigida
35,14,97,No dirigida
35,15,83,No dirigida
35,16,86,No dirigida
35,18,84,No dirigida
35,19,89,No dirigida
35,34,86,No dirigida
36,10,81,No dirigida
36,11,91,No dirigida
36,16,81,No dirigida
36,17,92,No dirigida
36,19,94,No dirigida
36,22,97,No dirigida
36,27,81,No dirigida
36,30,90,No dirigida
36,31,92,No dirigida
36,35,94,No dirigida
37,1,84,No dirigida
37,2,84,No dirigida
37,6,85,No dirigida
37,10,97,No dirigida
37,13,99,No dirigida
37,18,87,No dirigida
37,21,84,No dirigida
37,23,86,No dirigida
37,30,87,No dirigida
37,32,87,No dirigida
37,33,98,No dirigida
38,1,95,No dirigida
38,2,97,No dirigida
38,3,88,No dirigida
38,5,100,No dirigida
38,10,81,No dirigida
38,12,88,No dirigida
38,13,100,No dirigida
38,15,96,No dirigida
38,16,90,No dirigida
38,19,81,No dirigida
38,28,85,No dirigida
38,29,80,No dirigida
38,31,95,No dirigida
38,35,89,No dirigida
39,0,86,No dirigida
39,5,100,No dirigida
39,7,97,No dirigida
39,10,95,No dirigida
39,19,92,No dirigida
39,22,80,No dirigida
39,26,84,No dirigida
