Target,Source,Weight,tipo
85,110,96,No dirigida
86,111,86,No dirigida
87,112,98,No dirigida
88,113,100,No dirigida
89,114,100,No dirigida
90,115,100,No dirigida
91,116,84,No dirigida
92,117,93,No dirigida
93,118,93,No dirigida
94,119,88,No dirigida
95,120,99,No dirigida
96,121,83,No dirigida
97,122,80,No dirigida
98,123,85,No dirigida
99,124,98,No dirigida
100,125,83,No dirigida
101,126,82,No dirigida
102,127,95,No dirigida
103,128,91,No dirigida
104,129,94,No dirigida
105,130,82,No dirigida
106,131,96,No dirigida
107,132,89,No dirigida
108,133,80,Dirigida
109,134,81,No dirigida
110,135,94,No dirigida
111,136,89,No dirigida
112,137,81,No dirigida
113,138,81,No dirigida
114,139,97,No dirigida
115,140,96,No dirigida
116,141,86,No dirigida
117,142,95,No dirigida
118,143,96,No dirigida
119,144,82,No dirigida
120,145,81,No dirigida
121,146,89,No dirigida
122,147,89,No dirigida
123,148,88,No dirigida
124,149,96,No dirigida
125,150,92,No dirigida
126,151,81,No dirigida
127,152,82,No dirigida
128,153,84,No dirigida
129,154,93,No dirigida
130,155,93,No dirigida
131,156,95,No dirigida
132,157,98,No dirigida
133,158,89,Dirigida
134,159,91,No dirigida
135,160,88,No dirigida
136,161,89,No dirigida
137,162,90,No dirigida
138,163,93,No dirigida
139,164,91,No dirigida
140,165,82,No dirigida
141,166,88,No dirigida
142,167,91,No dirigida
143,168,90,No dirigida
144,169,99,No dirigida
145,170,94,No dirigida
146,171,90,No dirigida
147,172,84,No dirigida
148,173,82,No dirigida
149,174,100,No dirigida
150,175,88,No dirigida
151,176,98,No dirigida
152,177,83,No dirigida
153,178,90,No dirigida
154,179,100,No dirigida
155,180,84,No dirigida
156,181,81,No dirigida
157,182,93,No dirigida
158,183,80,Dirigida
159,184,95,No dirigida
160,185,99,No dirigida
161,186,80,No dirigida
162,187,100,No dirigida
163,188,86,No dirigida
164,189,96,No dirigida
165,190,100,No dirigida
166,191,89,No dirigida
167,192,87,No dirigida
168,193,87,No dirigida
169,194,93,No dirigida
170,195,86,No dirigida
171,196,89,No dirigida
172,197,85,No dirigida
173,198,81,No dirigida
174,199,91,No dirigida
175,200,94,No dirigida
176,201,95,No dirigida
177,202,91,No dirigida
178,203,100,No dirigida
179,204,93,No dirigida
180,205,97,No dirigida
181,206,82,No dirigida
182,207,84,No dirigida
183,208,92,Dirigida
184,209,94,No dirigida
185,210,86,No dirigida
186,211,81,No dirigida
187,212,99,No dirigida
188,213,89,No dirigida
189,214,82,No dirigida
190,215,80,No dirigida
191,216,80,No dirigida
192,217,91,No dirigida
193,218,98,No dirigida
194,219,85,No dirigida
195,220,95,No dirigida
196,221,83,No dirigida
197,222,96,No dirigida
198,223,99,No dirigida
199,224,100,No dirigida
200,225,88,No dirigida
201,226,89,No dirigida
202,227,85,No dirigida
203,228,88,No dirigida
204,229,84,No dirigida
205,230,93,No dirigida
206,231,92,No dirigida
207,232,90,No dirigida
208,233,86,Dirigida
209,234,100,No dirigida
210,235,89,No dirigida
211,236,99,No dirigida
212,237,95,No dirigida
213,238,85,No dirigida
214,239,90,No dirigida
215,240,81,No dirigida
216,241,98,No dirigida
217,242,88,No dirigida
218,243,83,No dirigida
219,244,89,No dirigida
220,245,91,No dirigida
221,246,86,No dirigida
222,247,89,No dirigida
223,248,93,No dirigida
224,249,100,No dirigida
225,250,100,No dirigida
226,251,91,No dirigida
227,252,99,No dirigida
228,253,84,No dirigida
229,254,88,No dirigida
230,255,84,No dirigida
231,256,99,No dirigida
232,257,89,No dirigida
233,258,82,Dirigida
234,259,90,No dirigida
235,260,88,No dirigida
236,261,85,No dirigida
237,262,91,No dirigida
238,263,88,No dirigida
239,264,92,No dirigida
240,265,91,No dirigida
241,266,97,No dirigida
242,267,83,No dirigida
243,268,80,No dirigida
244,269,96,No dirigida
245,270,91,No dirigida
246,271,87,No dirigida
247,272,91,No dirigida
248,273,97,No dirigida
249,274,91,No dirigida
250,275,96,No dirigida
251,276,85,No dirigida
252,277,94,No dirigida
253,278,100,No dirigida
254,279,97,No dirigida
255,280,84,No dirigida
256,281,85,No dirigida
257,282,99,No dirigida
258,283,81,Dirigida
259,284,88,No dirigida
260,285,84,No dirigida
261,286,86,No dirigida
262,287,96,No dirigida
263,288,99,No dirigida
264,289,80,No dirigida
265,290,94,No dirigida
266,291,89,No dirigida
267,292,94,No dirigida
268,293,87,No dirigida
269,294,91,No dirigida
270,295,92,No dirigida
271,296,91,No dirigida
272,297,86,No dirigida
273,298,96,No dirigida
274,299,83,No dirigida
275,300,88,No dirigida
276,301,99,No dirigida
277,302,100,No dirigida
278,303,99,No dirigida
279,304,86,No dirigida
280,305,97,No dirigida
281,306,81,Dirigida
282,307,93,No dirigida
283,308,100,No dirigida
284,309,95,No dirigida
285,310,85,No dirigida
286,311,100,No dirigida
287,312,80,No dirigida
288,313,98,No dirigida
289,314,82,No dirigida
290,315,96,No dirigida
291,316,81,No dirigida
292,317,100,No dirigida
293,318,91,No dirigida
294,319,90,No dirigida
295,320,93,No dirigida
296,321,93,No dirigida
297,322,82,No dirigida
298,323,81,No dirigida
299,324,82,No dirigida
300,325,96,No dirigida
301,326,90,No dirigida
302,327,91,No dirigida
303,328,84,No dirigida
304,329,82,No dirigida
305,330,93,No dirigida
306,331,85,Dirigida
307,332,92,No dirigida
308,333,86,No dirigida
309,334,87,No dirigida
310,335,85,No dirigida
311,336,84,No dirigida
312,337,92,No dirigida
313,338,93,No dirigida
314,339,96,No dirigida
315,340,96,No dirigida
316,341,83,No dirigida
317,342,80,No dirigida
318,343,94,No dirigida
319,344,95,No dirigida
320,345,83,No dirigida
321,346,89,No dirigida
322,347,81,No dirigida
323,348,95,No dirigida
324,349,92,No dirigida
325,350,96,No dirigida
326,351,95,No dirigida
327,352,97,No dirigida
328,353,82,No dirigida
329,354,80,No dirigida
330,355,94,No dirigida
331,356,89,Dirigida
332,357,89,No dirigida
333,358,93,No dirigida
334,359,91,No dirigida
335,360,97,No dirigida
336,361,98,No dirigida
337,362,96,No dirigida
338,363,85,No dirigida
339,364,90,No dirigida
340,365,89,No dirigida
341,366,86,No dirigida
342,367,92,No dirigida
343,368,81,No dirigida
344,369,83,No dirigida
345,370,98,No dirigida
346,371,80,No dirigida
347,372,99,No dirigida
348,373,81,No dirigida
349,374,92,No dirigida
350,375,81,No dirigida
351,376,88,No dirigida
352,377,87,No dirigida
353,378,93,No dirigida
354,379,81,No dirigida
355,380,88,No dirigida
356,381,81,Dirigida
357,382,100,No dirigida
358,383,91,No dirigida
359,384,100,No dirigida
360,385,97,No dirigida
361,386,98,No dirigida
362,387,92,No dirigida
363,388,83,No dirigida
364,389,88,No dirigida
365,390,95,No dirigida
366,391,80,No dirigida
367,392,85,No dirigida
368,393,91,No dirigida
369,394,81,No dirigida
370,395,100,No dirigida
371,396,98,No dirigida
372,397,100,No dirigida
373,398,82,No dirigida
374,399,84,No dirigida
375,400,91,No dirigida
376,401,95,No dirigida
377,402,85,No dirigida
378,403,80,No dirigida
379,404,95,No dirigida
380,405,97,No dirigida
381,406,89,Dirigida
382,407,95,No dirigida
383,408,92,No dirigida
384,409,98,No dirigida
385,410,87,No dirigida
386,411,98,No dirigida
387,412,100,No dirigida
388,413,100,No dirigida
389,414,100,No dirigida
390,415,86,No dirigida
391,416,100,No dirigida
392,417,93,No dirigida
393,418,97,No dirigida
394,419,85,No dirigida
395,420,88,No dirigida
396,421,86,No dirigida
397,422,85,No dirigida
398,423,99,No dirigida
399,424,95,No dirigida
400,425,87,No dirigida
401,426,96,No dirigida
402,427,91,No dirigida
403,428,82,Dirigida
404,429,82,No dirigida
405,430,82,No dirigida
406,431,94,No dirigida
407,432,90,No dirigida
408,433,89,No dirigida
409,434,94,No dirigida
410,435,90,No dirigida
411,436,93,No dirigida
412,437,92,No dirigida
413,438,96,No dirigida
414,439,91,No dirigida
415,440,96,No dirigida
416,441,90,No dirigida
417,442,80,No dirigida
418,443,97,No dirigida
419,444,82,No dirigida
420,445,82,No dirigida
421,446,80,No dirigida
422,447,95,No dirigida
423,448,92,No dirigida
424,449,81,No dirigida
425,450,90,No dirigida
426,451,92,No dirigida
427,452,83,No dirigida
428,453,88,No dirigida
429,454,99,No dirigida
430,455,81,No dirigida
431,456,96,No dirigida
432,457,87,No dirigida
433,458,95,No dirigida
434,459,82,No dirigida
435,460,90,No dirigida
436,461,92,No dirigida
437,462,85,No dirigida
438,463,93,No dirigida
439,464,100,No dirigida
440,465,91,No dirigida
441,466,96,No dirigida
442,467,94,No dirigida
443,468,91,No dirigida
444,469,85,No dirigida
445,470,85,No dirigida
446,471,98,No dirigida
447,472,80,No dirigida
448,473,93,No dirigida
449,474,95,No dirigida
450,475,97,No dirigida
451,476,81,No dirigida
452,477,99,No dirigida
453,478,94,No dirigida
454,479,98,No dirigida
455,480,94,No dirigida
456,481,81,No dirigida
457,482,92,No dirigida
458,483,95,No dirigida
459,484,85,No dirigida
460,485,96,No dirigida
461,486,99,No dirigida
462,487,89,No dirigida
463,488,81,No dirigida
464,489,80,No dirigida
465,490,82,No dirigida
466,491,90,No dirigida
467,492,83,No dirigida
468,493,80,No dirigida
469,494,94,No dirigida
470,495,92,No dirigida
471,496,88,No dirigida
472,497,94,No dirigida
473,498,81,No dirigida
474,499,90,No dirigida
426,427,98,No dirigida
458,459,87,No dirigida
54,55,90,No dirigida
86,87,100,No dirigida
125,126,82,No dirigida
156,157,99,No dirigida
356,357,91,No dirigida
100,101,92,No dirigida
381,382,96,No dirigida
412,413,95,No dirigida
481,482,95,No dirigida
456,457,93,No dirigida
40,41,97,No dirigida
72,73,100,No dirigida
18,19,99,No dirigida
222,223,89,No dirigida
290,291,87,No dirigida
494,495,98,No dirigida
34,35,91,No dirigida
238,239,96,No dirigida
478,479,92,No dirigida
479,480,90,No dirigida
223,224,86,No dirigida
113,114,85,No dirigida
144,145,89,No dirigida
336,337,97,No dirigida
160,161,99,No dirigida
352,353,85,No dirigida
433,434,86,No dirigida
262,263,91,No dirigida
134,135,83,No dirigida
300,301,89,No dirigida
332,333,82,No dirigida
436,437,91,No dirigida
468,469,97,No dirigida
250,251,83,No dirigida
378,379,96,No dirigida
44,45,85,No dirigida
76,77,88,No dirigida
281,282,83,No dirigida
180,181,86,No dirigida
25,26,93,No dirigida
283,284,88,No dirigida
419,420,98,No dirigida
27,28,88,No dirigida
163,164,98,No dirigida
4,5,99,No dirigida
29,30,85,No dirigida
293,294,98,No dirigida
105,106,94,No dirigida
425,426,82,No dirigida
142,143,80,No dirigida
270,271,92,No dirigida
242,243,81,No dirigida
370,371,100,No dirigida
55,56,84,No dirigida
107,108,98,No dirigida
243,244,85,No dirigida
371,372,93,No dirigida
33,34,85,No dirigida
273,274,93,No dirigida
439,440,87,No dirigida
491,492,88,No dirigida
17,18,80,No dirigida
289,290,83,No dirigida
109,110,84,No dirigida
181,182,96,No dirigida
365,366,90,No dirigida
437,438,96,No dirigida
271,272,87,No dirigida
323,324,93,No dirigida
463,464,89,No dirigida
15,16,95,No dirigida
67,68,86,No dirigida
207,208,83,No dirigida
150,151,80,No dirigida
234,235,91,No dirigida
278,279,92,No dirigida
362,363,88,No dirigida
325,326,98,No dirigida
69,70,91,No dirigida
193,194,83,No dirigida
321,322,94,No dirigida
58,59,89,No dirigida
198,199,98,No dirigida
314,315,84,No dirigida
454,455,88,No dirigida
20,21,81,No dirigida
244,245,81,No dirigida
268,269,86,No dirigida
492,493,100,No dirigida
103,104,83,No dirigida
227,228,98,No dirigida
367,368,82,No dirigida
475,476,84,No dirigida
201,202,90,No dirigida
329,330,90,No dirigida
50,51,94,No dirigida
190,191,85,No dirigida
322,323,93,No dirigida
462,463,94,No dirigida
66,67,87,No dirigida
206,207,91,No dirigida
306,307,86,No dirigida
446,447,97,No dirigida
139,140,100,No dirigida
339,340,100,No dirigida
83,84,83,No dirigida
395,396,80,No dirigida
64,65,99,No dirigida
166,167,93,No dirigida
218,219,97,No dirigida
294,295,80,No dirigida
346,347,88,No dirigida
205,206,96,No dirigida
341,342,96,No dirigida
85,86,98,No dirigida
461,462,92,No dirigida
313,314,88,No dirigida
57,58,87,No dirigida
315,316,93,No dirigida
59,60,93,No dirigida
42,43,80,No dirigida
182,183,92,No dirigida
214,215,92,No dirigida
36,37,83,No dirigida
228,229,81,No dirigida
298,299,99,No dirigida
330,331,98,No dirigida
438,439,85,No dirigida
470,471,90,No dirigida
61,62,100,No dirigida
253,254,86,No dirigida
284,285,88,No dirigida
476,477,99,No dirigida
226,227,95,No dirigida
302,303,100,No dirigida
354,355,100,No dirigida
286,287,98,No dirigida
158,159,97,No dirigida
210,211,85,No dirigida
338,339,96,No dirigida
351,352,81,No dirigida
305,306,86,No dirigida
497,498,92,No dirigida
241,242,90,No dirigida
212,213,98,No dirigida
153,154,98,No dirigida
120,121,93,No dirigida
407,408,95,No dirigida
167,168,81,No dirigida
295,296,86,No dirigida
431,432,97,No dirigida
47,48,88,No dirigida
157,158,82,No dirigida
380,381,94,No dirigida
388,389,96,No dirigida
132,133,83,No dirigida
413,414,95,No dirigida
297,298,93,No dirigida
489,490,89,No dirigida
41,42,95,No dirigida
233,234,94,No dirigida
382,383,96,No dirigida
386,387,86,No dirigida
126,127,100,No dirigida
130,131,80,No dirigida
435,436,100,No dirigida
43,44,98,No dirigida
179,180,93,No dirigida
145,146,91,No dirigida
247,248,92,No dirigida
112,113,98,No dirigida
161,162,92,No dirigida
384,385,95,No dirigida
45,46,91,No dirigida
237,238,81,No dirigida
309,310,85,No dirigida
3,4,93,No dirigida
71,72,85,No dirigida
143,144,96,No dirigida
195,196,88,No dirigida
335,336,93,No dirigida
391,392,93,No dirigida
138,139,95,No dirigida
118,119,90,No dirigida
394,395,84,No dirigida
5,6,96,No dirigida
389,390,85,No dirigida
392,393,83,No dirigida
104,105,97,No dirigida
415,416,87,No dirigida
447,448,87,No dirigida
31,32,87,No dirigida
63,64,91,No dirigida
129,130,100,No dirigida
385,386,98,No dirigida
186,187,98,No dirigida
326,327,81,No dirigida
364,365,98,No dirigida
404,405,81,No dirigida
108,109,99,No dirigida
148,149,83,No dirigida
473,474,100,No dirigida
89,90,91,No dirigida
184,185,88,No dirigida
312,313,83,No dirigida
347,348,85,No dirigida
487,488,83,No dirigida
91,92,96,No dirigida
231,232,89,No dirigida
68,69,93,No dirigida
444,445,80,No dirigida
485,486,85,No dirigida
93,94,99,No dirigida
188,189,87,No dirigida
229,230,88,No dirigida
393,394,83,No dirigida
137,138,81,No dirigida
194,195,98,No dirigida
334,335,89,No dirigida
178,179,84,No dirigida
318,319,90,No dirigida
211,212,94,No dirigida
19,20,90,No dirigida
87,88,96,No dirigida
267,268,86,No dirigida
192,193,87,No dirigida
97,98,88,No dirigida
320,321,87,No dirigida
465,466,85,No dirigida
154,155,95,No dirigida
358,359,100,No dirigida
304,305,99,No dirigida
81,82,92,No dirigida
21,22,92,No dirigida
176,177,97,No dirigida
102,103,80,No dirigida
410,411,84,No dirigida
141,142,90,No dirigida
269,270,93,No dirigida
405,406,94,No dirigida
185,186,97,No dirigida
377,378,81,No dirigida
408,409,80,No dirigida
88,89,100,No dirigida
459,460,99,No dirigida
251,252,82,No dirigida
379,380,92,No dirigida
209,210,80,No dirigida
170,171,100,No dirigida
202,203,95,No dirigida
310,311,96,No dirigida
342,343,92,No dirigida
189,190,97,No dirigida
348,349,84,No dirigida
420,421,83,No dirigida
92,93,85,No dirigida
164,165,97,No dirigida
445,446,84,No dirigida
168,169,94,No dirigida
200,201,95,No dirigida
296,297,91,No dirigida
328,329,93,No dirigida
110,111,82,No dirigida
146,147,92,No dirigida
350,351,97,No dirigida
418,419,92,No dirigida
94,95,97,No dirigida
162,163,96,No dirigida
366,367,91,No dirigida
402,403,89,No dirigida
127,128,82,No dirigida
383,384,84,No dirigida
96,97,96,No dirigida
177,178,89,No dirigida
369,370,89,No dirigida
400,401,100,No dirigida
6,7,82,No dirigida
122,123,81,No dirigida
80,81,92,No dirigida
416,417,99,No dirigida
52,53,90,No dirigida
84,85,99,No dirigida
428,429,90,No dirigida
460,461,90,No dirigida
390,391,91,No dirigida
172,173,99,No dirigida
204,205,91,No dirigida
308,309,96,No dirigida
248,249,92,No dirigida
340,341,88,No dirigida
35,36,91,No dirigida
411,412,90,No dirigida
155,156,87,No dirigida
291,292,84,No dirigida
37,38,96,No dirigida
252,253,96,No dirigida
260,261,100,No dirigida
285,286,100,No dirigida
169,170,96,No dirigida
361,362,85,No dirigida
114,115,100,No dirigida
398,399,91,No dirigida
14,15,81,No dirigida
498,499,92,No dirigida
183,184,98,No dirigida
235,236,96,No dirigida
311,312,89,No dirigida
363,364,94,No dirigida
240,241,99,No dirigida
256,257,99,No dirigida
115,116,99,No dirigida
0,1,99,No dirigida
496,497,99,No dirigida
173,174,87,No dirigida
373,374,92,No dirigida
117,118,90,No dirigida
429,430,99,No dirigida
263,264,84,No dirigida
387,388,86,No dirigida
455,456,85,No dirigida
7,8,94,No dirigida
131,132,90,No dirigida
22,23,93,No dirigida
106,107,96,No dirigida
406,407,89,No dirigida
490,491,91,No dirigida
453,454,87,No dirigida
197,198,96,No dirigida
8,9,84,No dirigida
232,233,89,No dirigida
264,265,84,No dirigida
488,489,84,No dirigida
65,66,90,No dirigida
12,13,87,No dirigida
236,237,92,No dirigida
276,277,83,No dirigida
219,220,81,No dirigida
359,360,99,No dirigida
483,484,87,No dirigida
111,112,100,No dirigida
457,458,97,No dirigida
73,74,88,No dirigida
279,280,82,No dirigida
331,332,83,No dirigida
403,404,82,No dirigida
471,472,99,No dirigida
75,76,99,No dirigida
23,24,97,No dirigida
147,148,80,No dirigida
215,216,83,No dirigida
38,39,86,No dirigida
90,91,95,No dirigida
422,423,98,No dirigida
333,334,100,No dirigida
469,470,94,No dirigida
77,78,85,No dirigida
213,214,84,No dirigida
216,217,85,No dirigida
280,281,96,No dirigida
472,473,94,No dirigida
443,444,83,No dirigida
187,188,93,No dirigida
432,433,99,No dirigida
28,29,85,No dirigida
220,221,90,No dirigida
292,293,81,No dirigida
484,485,96,No dirigida
317,318,100,No dirigida
30,31,89,No dirigida
82,83,89,No dirigida
430,431,85,No dirigida
482,483,100,No dirigida
46,47,82,No dirigida
98,99,85,No dirigida
414,415,92,No dirigida
466,467,89,No dirigida
95,96,83,No dirigida
255,256,89,No dirigida
16,17,85,No dirigida
208,209,95,No dirigida
288,289,96,No dirigida
480,481,80,No dirigida
32,33,84,No dirigida
272,273,100,No dirigida
464,465,99,No dirigida
337,338,91,No dirigida
409,410,94,No dirigida
376,377,89,No dirigida
423,424,92,No dirigida
39,40,91,No dirigida
175,176,91,No dirigida
303,304,88,No dirigida
421,422,93,No dirigida
165,166,96,No dirigida
2,3,95,No dirigida
254,255,92,No dirigida
258,259,93,No dirigida
51,52,89,No dirigida
119,120,82,No dirigida
427,428,84,No dirigida
171,172,92,No dirigida
128,129,97,No dirigida
401,402,88,No dirigida
307,308,88,No dirigida
375,376,82,No dirigida
368,369,99,No dirigida
417,418,91,No dirigida
53,54,83,No dirigida
245,246,95,No dirigida
301,302,100,No dirigida
493,494,80,No dirigida
135,136,98,No dirigida
259,260,99,No dirigida
327,328,81,No dirigida
451,452,88,No dirigida
79,80,85,No dirigida
266,267,87,No dirigida
10,11,92,No dirigida
246,247,98,No dirigida
133,134,80,No dirigida
261,262,88,No dirigida
136,137,96,No dirigida
360,361,92,No dirigida
159,160,87,No dirigida
191,192,98,No dirigida
287,288,91,No dirigida
319,320,81,No dirigida
257,258,96,No dirigida
1,2,87,No dirigida
70,71,88,No dirigida
442,443,88,No dirigida
116,117,89,No dirigida
396,397,98,No dirigida
140,141,100,No dirigida
372,373,100,No dirigida
56,57,92,No dirigida
217,218,97,No dirigida
345,346,81,No dirigida
440,441,92,No dirigida
239,240,83,No dirigida
355,356,100,No dirigida
495,496,99,No dirigida
60,61,86,No dirigida
101,102,94,No dirigida
196,197,91,No dirigida
477,478,81,No dirigida
221,222,89,No dirigida
316,317,100,No dirigida
357,358,86,No dirigida
452,453,86,No dirigida
9,10,98,No dirigida
265,266,97,No dirigida
62,63,98,No dirigida
450,451,83,No dirigida
78,79,88,No dirigida
434,435,94,No dirigida
467,468,98,No dirigida
203,204,96,No dirigida
275,276,81,No dirigida
11,12,95,No dirigida
151,152,83,No dirigida
225,226,100,No dirigida
48,49,91,No dirigida
343,344,87,No dirigida
353,354,100,No dirigida
282,283,92,No dirigida
448,449,80,No dirigida
486,487,85,No dirigida
13,14,88,No dirigida
277,278,94,No dirigida
26,27,89,No dirigida
230,231,92,No dirigida
397,398,96,No dirigida
441,442,98,No dirigida
121,122,94,No dirigida
152,153,86,No dirigida
344,345,82,No dirigida
123,124,83,No dirigida
